CodigoNotadeEmpenho,DatadoEmpenho,NomeUsuarioQueCriou,InstituicaoCodigoUnidadeGestora,NUMERO_PROCESSO,Valor Original,Valor Corrente,Saldo a Liquidar,Quantidade
2026160101NE000854,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540305/2026,"R$ 2,037.70","R$ 2,037.70",R$ 0.00,3.5
2026160101NE000855,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539337/2026,"R$ 1,507.50","R$ 1,507.50",R$ 0.00,4.5
2026160101NE000856,5/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2290804,"R$ 96,699.61","R$ 96,699.61",R$ 0.00,312
2026160101NE000857,5/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,E-2026/2315296,"R$ 61,969.05","R$ 61,969.05",R$ 0.00,15
2026160101NE000858,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2260301,"R$ 82,605.00","R$ 82,605.00",R$ 0.00,1
2026160101NE000859,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2260301,"R$ 605,193.00","R$ 605,193.00",R$ 0.00,1
2026160101NE000860,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2260301,"R$ 361,542.00","R$ 361,542.00",R$ 0.00,1
2026160101NE000861,5/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,E-2026/2315296,"R$ 511,693.69","R$ 511,693.69","R$ 9,382.07",116
2026160101NE000862,5/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2307953,"R$ 135,314.67","R$ 135,314.67",R$ 0.00,1
2026160101NE000863,5/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,E-2026/2319617,"R$ 80,000.00","R$ 80,000.00","R$ 46,115.00",1
2026160101NE000864,5/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2300397,"R$ 2,315.65","R$ 2,315.65",R$ 0.00,1
2026160101NE000865,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/2119485,"R$ 100,000.00","R$ 100,000.00",R$ 0.00,1
2026160101NE000866,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/2207126,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000867,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/2206738,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000868,5/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539015/2026,"R$ 4,000.00","R$ 4,000.00",R$ 0.00,1
2026160101NE000869,6/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2295365,"R$ 57,023.79","R$ 57,023.79",R$ 0.00,3
2026160101NE000870,6/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2295365,"R$ 331,684.71","R$ 331,684.71",R$ 0.00,30
2026160101NE000871,6/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2295365,"R$ 544,589.16","R$ 544,589.16",R$ 0.00,39
2026160101NE000872,6/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540319/2026,R$ 617.68,R$ 0.00,R$ 0.00,0
2026160101NE000873,6/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2025/2499486,"R$ 2,152,976.70",R$ 0.00,R$ 0.00,0
2026160101NE000874,6/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2025/3566322,"R$ 42,384.69","R$ 42,384.69",R$ 0.00,1
2026160101NE000875,6/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2023/1031237,"R$ 461,971.00","R$ 461,971.00",R$ 0.00,1
2026160101NE000876,6/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,2023/1296597,"R$ 17,891.21","R$ 17,891.21",R$ 0.00,1
2026160101NE000877,6/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/2098673,"R$ 106,785.24","R$ 106,785.24","R$ 106,785.24",1
2026160101NE000878,6/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/2098673,"R$ 100,950.67","R$ 100,950.67","R$ 100,950.67",1
2026160101NE000879,6/3/26,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/2499486,"-R$ 2,152,976.70",R$ 0.00,R$ 0.00,-1
2026160101NE000880,6/3/26,ENILSON SANTANA MOREIRA BITTENCOURT,160101,E-2026/2280566,"R$ 28,080.00","R$ 28,080.00",R$ 0.00,240
2026160101NE000881,6/3/26,ENILSON SANTANA MOREIRA BITTENCOURT,160101,E-2026/2280566,"R$ 982,933.50","R$ 982,933.50",R$ 0.00,41925
2026160101NE000882,6/3/26,ENILSON SANTANA MOREIRA BITTENCOURT,160101,E-2026/2280566,"R$ 321,708.50","R$ 321,708.50",R$ 0.00,111000
2026160101NE000883,9/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2190676,"R$ 12,950.00",R$ 0.00,R$ 0.00,0
2026160101NE000884,9/3/26,ANTONIO PAULO SOUZA,160101,2026/2088590,"-R$ 122,100.00",R$ 0.00,R$ 0.00,-3
2026160101NE000885,9/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2280566,"R$ 2,889,200.50","R$ 2,889,200.50",R$ 0.00,439675
2026160101NE000886,9/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2280566,"R$ 1,586,024.00","R$ 1,586,024.00",R$ 0.00,11559
2026160101NE000887,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539363/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000888,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539358/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000889,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539715/2026,"R$ 3,426.15","R$ 3,426.15",R$ 0.00,6.5
2026160101NE000890,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539718/2026,"R$ 3,426.15","R$ 3,426.15",R$ 0.00,6.5
2026160101NE000891,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539791/2026,"R$ 1,358.89","R$ 1,358.89",R$ 0.00,5.5
2026160101NE000892,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539792/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000893,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539797/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000894,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 97,090.99","R$ 97,090.99","R$ 97,090.99",3827
2026160101NE000895,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,R$ 684.99,R$ 684.99,R$ 684.99,27
2026160101NE000896,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 2,029,828.33","R$ 2,029,828.33",R$ 0.00,80009
2026160101NE000897,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 2,204,576.89","R$ 2,204,576.89",R$ 0.00,86897
2026160101NE000898,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 373,015.11","R$ 373,015.11","R$ 373,015.11",14703
2026160101NE000899,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 1,343,620.57","R$ 1,343,620.57","R$ 1,343,620.57",52961
2026160101NE000900,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 2,537.00","R$ 2,537.00","R$ 2,537.00",100
2026160101NE000901,9/3/26,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2315535,"R$ 2,790.70","R$ 2,790.70","R$ 2,790.70",110
2026160101NE000902,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1538832/2026,-R$ 864.75,R$ 0.00,R$ 0.00,-3.5
2026160101NE000903,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539726/2026,-R$ 864.75,R$ 0.00,R$ 0.00,-3.5
2026160101NE000904,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539730/2026,-R$ 864.75,R$ 0.00,R$ 0.00,-3.5
2026160101NE000905,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540512/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000906,9/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/1538858,-R$ 247.07,R$ 0.00,R$ 0.00,-1
2026160101NE000907,9/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2326839,"R$ 122,100.00","R$ 122,100.00","R$ 40,700.00",3
2026160101NE000908,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540442/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000909,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539570/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000910,10/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,E-2025/3739242,"R$ 3,085,489.11","R$ 3,085,489.11",R$ 0.00,1
2026160101NE000911,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539292/2026,-R$ 247.07,R$ 0.00,R$ 0.00,-1
2026160101NE000912,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3109455,"R$ 182,349.13","R$ 182,349.13",R$ 0.00,1
2026160101NE000913,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2026/1538713,"-R$ 1,111.82",R$ 0.00,R$ 0.00,-4.5
2026160101NE000914,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540531/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000915,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540534/2026,"R$ 1,111.82",R$ 0.00,R$ 0.00,0
2026160101NE000916,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540535/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000917,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540536/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000918,10/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2025/2935799,"R$ 2,905,586.21","R$ 2,905,586.21",R$ 0.00,1
2026160101NE000919,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3549889,"R$ 1,005,092.78",R$ 0.00,R$ 0.00,0
2026160101NE000920,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3549889,"-R$ 1,005,092.78",R$ 0.00,R$ 0.00,-1
2026160101NE000921,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3549889,"R$ 1,005,092.78","R$ 427,416.16","R$ 427,416.16",0
2026160101NE000922,10/3/26,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2024/1051218,"R$ 260,468.63","R$ 260,468.63",R$ 0.00,1
2026160101NE000923,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2341641,"R$ 12,950.00",R$ 0.00,R$ 0.00,0
2026160101NE000924,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2354197,"R$ 300,000.00",R$ 0.00,R$ 0.00,0
2026160101NE000925,10/3/26,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/2937143,"R$ 2,981,043.38","R$ 2,981,043.38",R$ 0.00,0
2026160101NE000926,10/3/26,ANTONIO PAULO SOUZA,160101,2026/2291748,"R$ 17,831.32","R$ 17,831.32",R$ 0.00,689
2026160101NE000927,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2326839,"R$ 216,000.00","R$ 216,000.00",R$ 0.00,1
2026160101NE000928,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,E-2026/2326839,"R$ 324,000.00","R$ 324,000.00",R$ 0.00,1
2026160101NE000929,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,"R$ 318,324.00","R$ 318,324.00",R$ 0.00,12300
2026160101NE000930,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,"R$ 404,814.96","R$ 404,814.96",R$ 0.00,15642
2026160101NE000931,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,R$ 517.60,R$ 517.60,R$ 0.00,20
2026160101NE000932,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540534/2026,"-R$ 1,111.82",R$ 0.00,R$ 0.00,-4.5
2026160101NE000933,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540534/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000934,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3664908,"R$ 1,108,915.50",R$ 0.00,R$ 0.00,0
2026160101NE000935,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3664908,"-R$ 1,108,915.50",R$ 0.00,R$ 0.00,-1
2026160101NE000936,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3664908,"R$ 1,108,915.50","R$ 1,108,915.50",R$ 0.00,1
2026160101NE000937,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,"R$ 68,504.36","R$ 68,504.36",R$ 0.00,2647
2026160101NE000938,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,"R$ 224,301.96","R$ 224,301.96",R$ 0.00,8667
2026160101NE000939,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,R$ 465.84,R$ 465.84,R$ 0.00,18
2026160101NE000940,10/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2291748,R$ 439.96,R$ 439.96,R$ 0.00,17
2026160101NE000941,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2025/2196343,"R$ 2,109,735.93","R$ 2,109,735.93",R$ 0.00,1
2026160101NE000942,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2025/3679137,"R$ 1,800,786.75","R$ 1,800,786.75",R$ 0.00,1
2026160101NE000943,10/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2024/2514051,"R$ 1,069,489.89","R$ 1,069,489.89",R$ 0.00,1
2026160101NE000944,10/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1538577/2026,"R$ 4,400.00","R$ 4,400.00",R$ 0.00,1
2026160101NE000945,10/3/26,EDYJANES ANGELO DA SILVA,160101,E-2026/2260799,"R$ 14,668.89","R$ 14,668.89",R$ 0.00,3
2026160101NE000946,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540518/2026,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2026160101NE000947,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540516/2026,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2026160101NE000948,11/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2326500,"R$ 762,214.34","R$ 762,214.34",R$ 0.00,1
2026160101NE000949,11/3/26,EDYJANES ANGELO DA SILVA,160101,E-2026/2237292,"R$ 195,401.84","R$ 195,401.84","R$ 97,700.92",4
2026160101NE000950,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539691/2026,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2026160101NE000951,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540517/2026,"R$ 1,358.89","R$ 1,358.89",R$ 0.00,5.5
2026160101NE000952,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540426/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000953,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540526/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000954,11/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539535/2026,-R$ 247.07,R$ 0.00,R$ 0.00,-1
2026160101NE000955,11/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2323677,"R$ 393,760.00","R$ 393,760.00",R$ 0.00,92
2026160101NE000956,11/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2257857,"R$ 107,741.88","R$ 107,741.88","R$ 26,935.47",4
2026160101NE000957,11/3/26,HELDER LUIS DE OLIVEIRA BRITO,160101,2022/1639646,"R$ 776,320.00","R$ 776,320.00",R$ 0.00,1
2026160101NE000958,11/3/26,EDYJANES ANGELO DA SILVA,160101,E-2026/2243603,"R$ 42,761.44","R$ 42,761.44","R$ 18,857.47",6
2026160101NE000959,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540421/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000960,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540474/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000961,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540463/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000962,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540445/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000963,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,15404572026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000964,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540424/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000965,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540476/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000966,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540475/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000967,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540433/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000968,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540431/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000969,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540440/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000970,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540430/2026.,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000971,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540568/2026,"R$ 1,358.89","R$ 1,358.89",R$ 0.00,5.5
2026160101NE000972,12/3/26,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540452/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000973,12/3/26,ANTONIO PAULO SOUZA,160101,E-2026/2272290,"R$ 95,692.64","R$ 95,692.64","R$ 23,923.16",4
2026160101NE000974,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540644/2026,"R$ 1,853.03","R$ 1,853.03",R$ 0.00,7.5
2026160101NE000975,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540646/2026,"R$ 1,853.03","R$ 1,853.03",R$ 0.00,7.5
2026160101NE000976,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,"R$ 5,239.44","R$ 5,239.44","R$ 5,239.44",383
2026160101NE000977,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,R$ 136.80,R$ 136.80,R$ 136.80,10
2026160101NE000978,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,"R$ 145,938.24","R$ 145,938.24","R$ 145,938.24",10668
2026160101NE000979,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,"R$ 158,510.16","R$ 158,510.16","R$ 158,510.16",11587
2026160101NE000980,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540649/2026,"R$ 1,317.75","R$ 1,317.75",R$ 0.00,2.5
2026160101NE000981,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,"R$ 23,816.88","R$ 23,816.88","R$ 23,816.88",1741
2026160101NE000982,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,"R$ 65,869.20","R$ 65,869.20","R$ 65,869.20",4815
2026160101NE000983,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,R$ 232.56,R$ 232.56,R$ 232.56,17
2026160101NE000984,13/03/2026,HELDER LUIS DE OLIVEIRA BRITO,160101,E-2026/2361248,R$ 259.92,R$ 259.92,R$ 259.92,19
2026160101NE000985,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540648/2026,"R$ 1,317.75","R$ 1,317.75",R$ 0.00,2.5
2026160101NE000986,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540591/2026,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2026160101NE000987,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540596/2026,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2026160101NE000988,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540598/2026,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2026160101NE000989,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540599/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000990,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540600/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000991,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1540601/2026,R$ 617.68,R$ 617.68,R$ 0.00,2.5
2026160101NE000992,13/03/2026,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2026/2147462,"-R$ 7,044.52",R$ 0.00,R$ 0.00,-1
2026160101NE000993,13/03/2026,CARLOS EDUARDO MENDONÇA DA ROCHA,160101,2026/2147462,"R$ 7,044.52","R$ 7,044.52",R$ 0.00,1
2026160101NE000994,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539725/2026,-R$ 864.75,R$ 0.00,R$ 0.00,-3.5
2026160101NE000995,13/03/2026,AUGUSTO CESAR BORGES DE OLIVEIRA,160101,E-2026/2216810,"-R$ 8,381.84",R$ 0.00,R$ 0.00,-2
2026160101NE000996,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539346/2026,"R$ 1,507.50","R$ 1,507.50",R$ 0.00,4.5
2026160101NE000997,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539344/2026,"R$ 1,507.50","R$ 1,507.50",R$ 0.00,4.5
2026160101NE000998,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539383/2026,"R$ 3,852.50",R$ 0.00,R$ 0.00,0
2026160101NE000999,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539355/2026,"R$ 1,842.50","R$ 1,842.50",R$ 0.00,5.5
2026160101NE001000,13/03/2026,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1539383/2026,"R$ 3,852.50","R$ 3,852.50",R$ 0.00,11.5
