CodigoNotadeEmpenho,DatadoEmpenho,NomeUsuarioQueCriou,InstituicaoCodigoUnidadeGestora,NUMERO_PROCESSO,Valor Original,Valor Corrente,Saldo a Liquidar,Quantidade
2025160101NE000173,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"-R$ 882,067.35",R$ 0.00,R$ 0.00,-1
2025160101NE000174,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 882,067.35","R$ 882,067.35",R$ 0.00,1
2025160101NE000175,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,-R$ 944.88,R$ 0.00,R$ 0.00,-1
2025160101NE000176,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 944.88,R$ 944.88,R$ 0.00,1
2025160101NE000177,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,-R$ 529.86,R$ 0.00,R$ 0.00,-1
2025160101NE000178,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/967617,"R$ 2,004,249.13","R$ 2,004,249.13",R$ 0.00,1
2025160101NE000179,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 529.86,R$ 529.86,R$ 0.00,1
2025160101NE000180,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 596.72,R$ 596.72,R$ 0.00,1
2025160101NE000181,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"-R$ 27,286.81",R$ 0.00,R$ 0.00,-1
2025160101NE000182,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 27,286.81","R$ 27,286.81",R$ 0.00,1
2025160101NE000183,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"-R$ 1,779.19",R$ 0.00,R$ 0.00,-1
2025160101NE000184,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,779.19","R$ 1,779.19",R$ 0.00,1
2025160101NE000185,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,R$ 402.70,R$ 402.70,R$ 0.00,0
2025160101NE000186,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 1,370.52","R$ 1,370.52",R$ 0.00,0
2025160101NE000187,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 1,465.10","R$ 1,465.10",R$ 0.00,0
2025160101NE000188,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 2,590.81","R$ 2,590.81",R$ 0.00,0
2025160101NE000189,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 1,682,457.99","R$ 1,682,457.99",R$ 0.00,0
2025160101NE000190,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 13,647.00","R$ 13,647.00",R$ 0.00,0
2025160101NE000191,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 1,126.75","R$ 1,126.75",R$ 0.00,0
2025160101NE000192,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/1061050,"R$ 2,154,623.93","R$ 2,154,623.93",R$ 0.00,1
2025160101NE000193,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 264,050.03","R$ 264,050.03",R$ 0.00,0
2025160101NE000194,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,-R$ 89.13,R$ 0.00,R$ 0.00,-1
2025160101NE000195,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 89.13,R$ 89.13,R$ 0.00,1
2025160101NE000196,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"-R$ 1,134,343.94",R$ 0.00,R$ 0.00,-1
2025160101NE000197,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1254730,"R$ 2,375,000.00","R$ 2,375,000.00",R$ 0.00,1
2025160101NE000198,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 21,572.20","R$ 21,572.20",R$ 0.00,0
2025160101NE000199,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,134,343.94","R$ 1,134,343.94",R$ 0.00,1
2025160101NE000200,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"-R$ 2,245.16",R$ 0.00,R$ 0.00,-1
2025160101NE000201,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 1,344,758.34","R$ 1,344,758.34",R$ 0.00,0
2025160101NE000202,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 2,245.16","R$ 2,245.16",R$ 0.00,1
2025160101NE000203,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 3,270.15","R$ 3,270.15",R$ 0.00,0
2025160101NE000204,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 438,866.23","R$ 438,866.23",R$ 0.00,0
2025160101NE000205,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 410,771.30",R$ 0.00,R$ 0.00,0
2025160101NE000206,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 8,122,472.22","R$ 8,122,472.22",R$ 0.00,0
2025160101NE000207,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 166,187.48","R$ 166,187.48",R$ 0.00,1
2025160101NE000208,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,706.57","R$ 1,706.57",R$ 0.00,1
2025160101NE000209,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 8,702.81","R$ 8,702.81",R$ 0.00,1
2025160101NE000210,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 4,389,760.36","R$ 4,389,760.36",R$ 0.00,1
2025160101NE000211,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 112,982.75","R$ 112,982.75",R$ 0.00,1
2025160101NE000212,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"-R$ 410,771.30",R$ 0.00,R$ 0.00,-1
2025160101NE000213,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 5,327.19","R$ 5,327.19",R$ 0.00,1
2025160101NE000214,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 12,797.05","R$ 12,797.05",R$ 0.00,1
2025160101NE000215,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,612.02",R$ 0.00,R$ 0.00,0
2025160101NE000216,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 269,418.96","R$ 269,418.96",R$ 0.00,1
2025160101NE000217,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 46,733.31","R$ 46,733.31",R$ 0.00,1
2025160101NE000218,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,R$ 999.94,R$ 999.94,R$ 0.00,0
2025160101NE000219,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 750.03,R$ 750.03,R$ 0.00,1
2025160101NE000220,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 433,253.94","R$ 433,253.94",R$ 0.00,1
2025160101NE000221,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 873,750.50","R$ 873,750.50",R$ 0.00,1
2025160101NE000222,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"-R$ 1,612.02",R$ 0.00,R$ 0.00,-1
2025160101NE000223,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,612.92","R$ 1,612.92",R$ 0.00,1
2025160101NE000224,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 247,579.69","R$ 247,579.69",R$ 0.00,0
2025160101NE000225,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,250.04","R$ 1,250.04",R$ 0.00,1
2025160101NE000226,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,R$ 571.91,R$ 571.91,R$ 0.00,0
2025160101NE000227,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 9,029.85","R$ 9,029.85",R$ 0.00,1
2025160101NE000228,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 368.03,R$ 368.03,R$ 0.00,1
2025160101NE000229,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 23,381.22","R$ 23,381.22",R$ 0.00,1
2025160101NE000230,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 12,449.10","R$ 12,449.10",R$ 0.00,1
2025160101NE000231,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1266518,"R$ 2,057,026.67","R$ 2,057,026.67",R$ 0.00,1
2025160101NE000232,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/1229194,"R$ 2,197,293.14","R$ 2,197,293.14",R$ 0.00,1
2025160101NE000233,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/1101726,"R$ 2,154,623.93","R$ 2,154,623.93",R$ 0.00,1
2025160101NE000234,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1328587,"R$ 2,057,026.67","R$ 2,057,026.67",R$ 0.00,1
2025160101NE000235,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/1363941,"R$ 2,154,623.92","R$ 2,154,623.92",R$ 0.00,1
2025160101NE000236,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 94.30,R$ 94.30,R$ 0.00,1
2025160101NE000237,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 297.98,R$ 297.98,R$ 0.00,1
2025160101NE000238,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 43,421.03","R$ 43,421.03",R$ 0.00,1
2025160101NE000239,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 410,771.30","R$ 410,771.30",R$ 0.00,1
2025160101NE000240,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1359442,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000241,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 79,409.53","R$ 79,409.53",R$ 0.00,1
2025160101NE000242,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 183.09,R$ 183.09,R$ 0.00,1
2025160101NE000243,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 20,191.36","R$ 20,191.36",R$ 0.00,1
2025160101NE000244,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 56.58,R$ 56.58,R$ 0.00,1
2025160101NE000245,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 89,768.44","R$ 89,768.44",R$ 0.00,1
2025160101NE000246,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1367850,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000247,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 151.56,R$ 151.56,R$ 0.00,1
2025160101NE000248,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 3,395.70","R$ 3,395.70",R$ 0.00,1
2025160101NE000249,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 338.57,R$ 338.57,R$ 0.00,1
2025160101NE000250,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 4,505.73","R$ 4,505.73",R$ 0.00,1
2025160101NE000251,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1418177,"R$ 2,025,570.93","R$ 2,025,570.93",R$ 0.00,1
2025160101NE000252,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,515.43","R$ 1,515.43",R$ 0.00,1
2025160101NE000253,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/2098739,"R$ 231,097.26","R$ 220,012.69",R$ 10.00,1
2025160101NE000254,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 55,233.82","R$ 55,233.82",R$ 0.00,1
2025160101NE000255,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 370.58,R$ 370.58,R$ 0.00,1
2025160101NE000256,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 141,497.52","R$ 141,497.52",R$ 0.00,1
2025160101NE000257,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 24,938.88","R$ 24,938.88",R$ 0.00,1
2025160101NE000258,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 520.85,R$ 520.85,R$ 0.00,1
2025160101NE000259,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1421487,"R$ 2,025,570.93",R$ 0.00,R$ 0.00,0
2025160101NE000260,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 20,629.77","R$ 20,629.77",R$ 0.00,1
2025160101NE000261,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 108,572.14","R$ 108,572.14",R$ 0.00,1
2025160101NE000262,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,232.92","R$ 1,232.92",R$ 0.00,1
2025160101NE000263,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,094,818.60","R$ 1,094,818.60",R$ 0.00,1
2025160101NE000264,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1420110,"R$ 2,057,026.67","R$ 2,057,026.67",R$ 0.00,1
2025160101NE000265,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 897.06,R$ 897.06,R$ 0.00,1
2025160101NE000266,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 12,289.46","R$ 12,289.46",R$ 0.00,1
2025160101NE000267,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 86.83,R$ 86.83,R$ 0.00,1
2025160101NE000268,29/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 402.41,R$ 402.41,R$ 0.00,1
2025160101NE000269,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/915340,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000270,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,332.53","R$ 1,332.53",R$ 0.00,1
2025160101NE000271,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/78202,"R$ 2,057,026.67","R$ 2,057,026.67",R$ 0.00,1
2025160101NE000272,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/1103195,"R$ 2,165,291.23","R$ 2,165,291.23",R$ 0.00,1
2025160101NE000273,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/985898,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000274,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/1275835,"R$ 2,154,623.92","R$ 2,154,623.92",R$ 0.00,1
2025160101NE000275,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1299596,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000276,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1443785,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000277,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1314680,"R$ 2,046,892.73","R$ 2,046,892.73",R$ 0.00,1
2025160101NE000278,29/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2023/1314556,"R$ 2,046,892.72","R$ 2,046,892.72",R$ 0.00,1
2025160101NE000279,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59517,"R$ 27,308.06","R$ 27,308.06",R$ 0.00,2
2025160101NE000280,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59527,"R$ 319,284.84","R$ 319,284.84",R$ 0.00,2
2025160101NE000281,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/290367,"R$ 186,008.34","R$ 186,008.34",R$ 0.00,2
2025160101NE000282,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59749,"R$ 301,972.60","R$ 301,972.60",R$ 0.00,2
2025160101NE000283,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65292,"R$ 135,668.07","R$ 135,668.07",R$ 0.00,2
2025160101NE000284,30/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531840/2025,-R$ 864.75,R$ 0.00,R$ 0.00,-3.5
2025160101NE000285,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59880,"R$ 177,281.88","R$ 177,281.88",R$ 0.00,2
2025160101NE000286,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59892,"R$ 261,856.35","R$ 261,856.35",R$ 0.00,2
2025160101NE000287,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59901,"R$ 26,178.11","R$ 26,178.11",R$ 0.00,2
2025160101NE000288,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59908,"R$ 23,605.35","R$ 23,605.35",R$ 0.00,2
2025160101NE000289,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60390,"R$ 273,157.56","R$ 273,157.56",R$ 0.00,2
2025160101NE000290,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60491,"R$ 58,134.27","R$ 58,134.27",R$ 0.00,2
2025160101NE000291,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60513,"R$ 353,639.84","R$ 353,639.84",R$ 0.00,2
2025160101NE000292,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60519,"R$ 98,183.32","R$ 98,183.32",R$ 0.00,2
2025160101NE000293,30/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60539,"R$ 79,103.00","R$ 79,103.00",R$ 0.00,2
2025160101NE000294,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60565,"R$ 120,908.74","R$ 120,908.74",R$ 0.00,2
2025160101NE000295,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60580,"R$ 50,349.86","R$ 50,349.86",R$ 0.00,2
2025160101NE000296,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60592,"R$ 93,792.85","R$ 93,792.85",R$ 0.00,2
2025160101NE000297,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60613,"R$ 122,979.90","R$ 122,979.90",R$ 0.00,2
2025160101NE000298,31/01/2025,EDYJANES ANGELO DA SILVA,160101,2024/60629,"R$ 129,320.28","R$ 129,320.28",R$ 0.00,2
2025160101NE000299,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/70449,"R$ 1,296,113.88",R$ 0.00,R$ 0.00,0
2025160101NE000300,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/70036,"R$ 75,775.09","R$ 75,775.09",R$ 0.00,2
2025160101NE000301,31/01/2025,EDYJANES ANGELO DA SILVA,160101,2024/60648,"R$ 447,684.97","R$ 447,684.97",R$ 0.00,2
2025160101NE000302,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/68101,"R$ 260,901.44","R$ 260,901.44",R$ 0.00,2
2025160101NE000303,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/70469,"R$ 157,010.76","R$ 157,010.76",R$ 0.00,2
2025160101NE000304,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61699,"R$ 65,291.60","R$ 65,291.60",R$ 0.00,2
2025160101NE000305,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/68046,"R$ 36,913.59","R$ 36,913.59",R$ 0.00,2
2025160101NE000306,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/68008,"R$ 106,783.70","R$ 106,783.70",R$ 0.00,2
2025160101NE000307,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61720,"R$ 119,151.26","R$ 119,151.26",R$ 0.00,2
2025160101NE000308,31/01/2025,EDYJANES ANGELO DA SILVA,160101,2024/215086,"R$ 591,956.07","R$ 591,956.07",R$ 0.00,2
2025160101NE000309,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67891,"R$ 202,968.72","R$ 202,968.72",R$ 0.00,2
2025160101NE000310,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67791,"R$ 11,425.85","R$ 11,425.85",R$ 0.00,2
2025160101NE000311,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67758,"R$ 106,663.82","R$ 106,663.82",R$ 0.00,2
2025160101NE000312,31/01/2025,EDYJANES ANGELO DA SILVA,160101,2024/60729,"R$ 145,768.68","R$ 145,768.68",R$ 0.00,2
2025160101NE000313,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61866,"R$ 305,737.11","R$ 305,737.11",R$ 0.00,2
2025160101NE000314,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/259931,"R$ 111,680.51","R$ 111,680.51",R$ 0.00,2
2025160101NE000315,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67731,"R$ 229,710.65","R$ 229,710.65",R$ 0.00,2
2025160101NE000316,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61928,"R$ 185,318.14","R$ 185,318.14",R$ 0.00,2
2025160101NE000317,31/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67563,"R$ 180,493.20","R$ 180,493.20",R$ 0.00,2
2025160101NE000318,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/62172,"R$ 20,843.09","R$ 20,843.09",R$ 0.00,2
2025160101NE000319,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/292735,"R$ 40,430.56","R$ 40,430.56",R$ 0.00,2
2025160101NE000320,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/64850,"R$ 86,757.64","R$ 86,757.64",R$ 0.00,2
2025160101NE000321,31/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 462.00,R$ 0.00,R$ 0.00,0
2025160101NE000322,31/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 857.25,R$ 857.25,R$ 0.00,1
2025160101NE000323,31/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,-R$ 462.00,R$ 0.00,R$ 0.00,-1
2025160101NE000324,31/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 462.00,R$ 462.00,R$ 0.00,1
2025160101NE000325,31/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,887.18","R$ 1,887.18",R$ 0.00,1
2025160101NE000326,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/64863,"R$ 77,354.05",R$ 0.00,R$ 0.00,0
2025160101NE000327,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/65179,"R$ 31,828.03","R$ 31,828.03",R$ 0.00,2
2025160101NE000328,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/67069,"R$ 1,000,791.09","R$ 1,000,791.09",R$ 0.00,2
2025160101NE000329,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/67139,"R$ 57,883.58","R$ 57,883.58",R$ 0.00,2
2025160101NE000330,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/67259,"R$ 76,842.15","R$ 76,842.15",R$ 0.00,2
2025160101NE000331,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61674,"R$ 45,829.48","R$ 45,829.48",R$ 0.00,2
2025160101NE000332,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61607,"R$ 78,788.89","R$ 78,788.89",R$ 0.00,2
2025160101NE000333,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61562,"R$ 271,140.65","R$ 271,140.65",R$ 0.00,2
2025160101NE000334,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61511,"R$ 130,018.31","R$ 130,018.31",R$ 0.00,2
2025160101NE000335,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61497,"R$ 811,578.76","R$ 811,578.76",R$ 0.00,2
2025160101NE000336,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/217269,"R$ 282,998.56","R$ 282,998.56",R$ 0.00,2
2025160101NE000337,31/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61299,"R$ 183,757.90","R$ 183,757.90",R$ 0.00,2
2025160101NE000338,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/61408,"R$ 65,291.60","R$ 65,291.60",R$ 0.00,2
2025160101NE000339,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/60941,"R$ 140,502.36","R$ 140,502.36",R$ 0.00,2
2025160101NE000340,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/60921,"R$ 226,448.87","R$ 226,448.87",R$ 0.00,2
2025160101NE000341,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,2024/60794,"R$ 38,232.95","R$ 38,232.95",R$ 0.00,2
2025160101NE000342,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1532051/2024,"R$ 1,482.82",R$ 0.00,R$ 0.00,0
2025160101NE000343,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1532047/2024,"R$ 1,482.42","R$ 1,482.42",R$ 0.00,6
2025160101NE000344,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1532051/2024,"-R$ 1,482.82",R$ 0.00,R$ 0.00,-6
2025160101NE000345,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1532051/2025,"R$ 1,482.42","R$ 1,482.42",R$ 0.00,6
2025160101NE000346,3/2/25,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/60909,"R$ 406,731.30","R$ 406,731.30",R$ 0.00,2
2025160101NE000347,3/2/25,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1532057/2024,"R$ 1,235.35","R$ 1,235.35",R$ 0.00,5
2025160101NE000348,3/2/25,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/2042677,"R$ 150,000.00","R$ 228,107.07",R$ 0.00,1
2025160101NE000349,3/2/25,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/2042677,"R$ 2,000,000.00","R$ 8,351,168.03",R$ 0.00,2
2025160101NE000350,3/2/25,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/2042677,"R$ 450,000.00","R$ 1,336,581.20",R$ 0.00,2
