CodigoNotadeEmpenho,DatadoEmpenho,NomeUsuarioQueCriou,InstituicaoCodigoUnidadeGestora,NUMERO_PROCESSO,Valor Original,Valor Corrente,Saldo a Liquidar,Quantidade
2025160101NE000013,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/56464,"R$ 566,966.41",R$ 0.00,R$ 0.00,0
2025160101NE000014,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59480,"R$ 94,479.18",R$ 0.00,R$ 0.00,0
2025160101NE000015,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59518,"R$ 148,537.37",R$ 0.00,R$ 0.00,0
2025160101NE000016,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59540,"R$ 211,746.30",R$ 0.00,R$ 0.00,0
2025160101NE000017,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59611,"R$ 255,892.78",R$ 0.00,R$ 0.00,0
2025160101NE000018,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59670,"R$ 187,022.54",R$ 0.00,R$ 0.00,0
2025160101NE000019,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59688,"R$ 76,905.95",R$ 0.00,R$ 0.00,0
2025160101NE000020,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59750,"R$ 787,134.48",R$ 0.00,R$ 0.00,0
2025160101NE000021,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59779,"R$ 207,230.78",R$ 0.00,R$ 0.00,0
2025160101NE000022,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59800,"R$ 364,376.74","R$ 364,376.74",R$ 0.00,2
2025160101NE000023,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59354,"-R$ 1,739,388.01",R$ 0.00,R$ 0.00,-2
2025160101NE000024,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59354,"R$ 1,739,388.01","R$ 1,739,388.01",R$ 0.00,2
2025160101NE000025,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59686,"-R$ 486,459.15",R$ 0.00,R$ 0.00,-6
2025160101NE000026,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59686,"R$ 486,459.15","R$ 486,459.15",R$ 0.00,6
2025160101NE000027,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65385,"-R$ 173,583.73",R$ 0.00,R$ 0.00,-2
2025160101NE000028,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65385,"R$ 173,583.73","R$ 173,583.73",R$ 0.00,2
2025160101NE000029,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65430,"-R$ 108,735.47",R$ 0.00,R$ 0.00,-2
2025160101NE000030,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65430,"R$ 108,735.47","R$ 108,735.47",R$ 0.00,2
2025160101NE000031,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65439,"-R$ 301,150.35",R$ 0.00,R$ 0.00,-2
2025160101NE000032,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65439,"R$ 301,150.35","R$ 301,150.35",R$ 0.00,2
2025160101NE000033,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65452,"-R$ 14,816.13",R$ 0.00,R$ 0.00,-2
2025160101NE000034,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65452,"R$ 14,816.13","R$ 14,816.13",R$ 0.00,2
2025160101NE000035,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59429,"-R$ 190,099.00",R$ 0.00,R$ 0.00,-2
2025160101NE000036,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59429,"R$ 190,099.00","R$ 190,099.00",R$ 0.00,2
2025160101NE000037,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/56464,"-R$ 566,966.41",R$ 0.00,R$ 0.00,-2
2025160101NE000038,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/56464,"R$ 566,966.41",R$ 0.00,R$ 0.00,0
2025160101NE000039,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/56464,"-R$ 566,966.41",R$ 0.00,R$ 0.00,-2
2025160101NE000040,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59464,"R$ 566,966.41","R$ 566,966.41",R$ 0.00,2
2025160101NE000041,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59480,"-R$ 94,479.18",R$ 0.00,R$ 0.00,-2
2025160101NE000042,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59480,"R$ 94,479.18","R$ 94,479.18",R$ 0.00,2
2025160101NE000043,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59518,"-R$ 148,537.37",R$ 0.00,R$ 0.00,-2
2025160101NE000044,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59518,"R$ 148,537.37","R$ 148,537.37",R$ 0.00,2
2025160101NE000045,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59540,"-R$ 211,746.30",R$ 0.00,R$ 0.00,-2
2025160101NE000046,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59540,"R$ 211,746.30","R$ 211,746.30",R$ 0.00,2
2025160101NE000047,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59611,"-R$ 255,892.78",R$ 0.00,R$ 0.00,-2
2025160101NE000048,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59611,"R$ 255,892.78","R$ 255,892.78",R$ 0.00,2
2025160101NE000049,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59670,"-R$ 187,022.54",R$ 0.00,R$ 0.00,-2
2025160101NE000050,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59670,"R$ 187,022.54","R$ 187,022.54",R$ 0.00,2
2025160101NE000051,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59688,"-R$ 76,905.95",R$ 0.00,R$ 0.00,-2
2025160101NE000052,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59688,"R$ 76,905.95","R$ 76,905.95",R$ 0.00,2
2025160101NE000053,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59750,"-R$ 787,134.48",R$ 0.00,R$ 0.00,-2
2025160101NE000054,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59750,"R$ 787,134.48","R$ 787,134.48",R$ 0.00,2
2025160101NE000055,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59779,"-R$ 207,230.78",R$ 0.00,R$ 0.00,-2
2025160101NE000056,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59779,"R$ 207,230.78","R$ 207,230.78",R$ 0.00,2
2025160101NE000057,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59848,"R$ 330,976.06","R$ 330,976.06",R$ 0.00,2
2025160101NE000058,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59856,"R$ 587,860.62","R$ 587,860.62",R$ 0.00,2
2025160101NE000059,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59870,"R$ 150,860.41","R$ 150,860.41",R$ 0.00,2
2025160101NE000060,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/217868,"R$ 208,293.64","R$ 208,293.64",R$ 0.00,2
2025160101NE000061,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/61796,"R$ 203,272.46","R$ 203,272.46",R$ 0.00,2
2025160101NE000062,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/64805,"R$ 43,318.43","R$ 43,318.43",R$ 0.00,2
2025160101NE000063,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/64882,"R$ 243,387.22","R$ 243,387.22",R$ 0.00,2
2025160101NE000064,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/64906,"R$ 212,437.50","R$ 212,437.50",R$ 0.00,2
2025160101NE000065,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65002,"R$ 201,328.78","R$ 201,328.78",R$ 0.00,2
2025160101NE000066,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65023,"R$ 22,035.88","R$ 22,035.88",R$ 0.00,2
2025160101NE000067,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65041,"R$ 36,598.94","R$ 36,598.94",R$ 0.00,2
2025160101NE000068,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65054,"R$ 75,081.12","R$ 75,081.12",R$ 0.00,2
2025160101NE000069,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65061,"R$ 403,289.03","R$ 403,289.03",R$ 0.00,2
2025160101NE000070,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67328,"R$ 126,809.84","R$ 126,809.84",R$ 0.00,2
2025160101NE000071,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67348,"R$ 72,761.55","R$ 72,761.55",R$ 0.00,2
2025160101NE000072,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67374,"R$ 67,300.12","R$ 67,300.12",R$ 0.00,2
2025160101NE000073,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67412,"R$ 54,367.69","R$ 54,367.69",R$ 0.00,2
2025160101NE000074,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67438,"R$ 124,430.57","R$ 124,430.57",R$ 0.00,2
2025160101NE000075,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67510,"R$ 66,986.65","R$ 66,986.65",R$ 0.00,2
2025160101NE000076,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67628,"R$ 195,747.03","R$ 195,747.03",R$ 0.00,2
2025160101NE000077,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67652,"R$ 13,309.40","R$ 13,309.40",R$ 0.00,2
2025160101NE000078,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67711,"R$ 28,501.57","R$ 28,501.57",R$ 0.00,2
2025160101NE000079,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67812,"R$ 2,091,842.60","R$ 2,091,842.60",R$ 0.00,2
2025160101NE000080,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/68124,"R$ 169,121.26","R$ 169,121.26",R$ 0.00,2
2025160101NE000081,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/68144,"R$ 687,126.16","R$ 687,126.16",R$ 0.00,2
2025160101NE000082,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/70007,"R$ 364,250.11","R$ 364,250.11",R$ 0.00,2
2025160101NE000083,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/70020,"R$ 59,955.25","R$ 59,955.25",R$ 0.00,2
2025160101NE000084,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59450,"R$ 3,327.41","R$ 3,327.41",R$ 0.00,2
2025160101NE000085,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59475,"R$ 391,246.48","R$ 391,246.48",R$ 0.00,2
2025160101NE000086,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59500,"R$ 235,298.00","R$ 235,298.00",R$ 0.00,2
2025160101NE000087,23/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/59677,"R$ 223,046.10","R$ 223,046.10",R$ 0.00,2
2025160101NE000088,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/64967,"R$ 145,336.62","R$ 145,336.62",R$ 0.00,2
2025160101NE000089,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65089,"R$ 256,517.73","R$ 256,517.73",R$ 0.00,2
2025160101NE000090,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65395,"R$ 15,506.77","R$ 15,506.77",R$ 0.00,2
2025160101NE000091,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65133,"R$ 220,544.92","R$ 220,544.92",R$ 0.00,2
2025160101NE000092,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65148,"R$ 120,098.05","R$ 120,098.05",R$ 0.00,2
2025160101NE000093,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65235,"R$ 234,106.30","R$ 234,106.30",R$ 0.00,2
2025160101NE000094,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67231,"R$ 242,454.47","R$ 242,454.47",R$ 0.00,2
2025160101NE000095,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/67297,"R$ 209,936.87","R$ 209,936.87",R$ 0.00,2
2025160101NE000096,24/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2024/65248,"R$ 234,472.84","R$ 234,472.84",R$ 0.00,2
2025160101NE000097,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 55,732.30","R$ 55,732.30",R$ 0.00,1
2025160101NE000098,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 3,036.00","R$ 3,036.00",R$ 0.00,0
2025160101NE000099,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 4,554.00","R$ 4,554.00",R$ 0.00,1
2025160101NE000100,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 5,573.23","R$ 5,573.23",R$ 0.00,0
2025160101NE000101,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 151,189.32","R$ 151,189.32",R$ 0.00,0
2025160101NE000102,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,146.77","R$ 1,146.77",R$ 0.00,1
2025160101NE000103,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 33,629.00","R$ 33,629.00",R$ 0.00,5
2025160101NE000104,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 5,862.15","R$ 5,862.15",R$ 0.00,0
2025160101NE000105,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 119,622.39","R$ 119,622.39",R$ 0.00,0
2025160101NE000106,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 7,150.01","R$ 7,150.01",R$ 0.00,0
2025160101NE000107,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 7,143.37","R$ 7,143.37",R$ 0.00,1
2025160101NE000108,27/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 196,705.11","R$ 196,705.11",R$ 0.00,1
2025160101NE000109,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 44,281,758.07","R$ 44,260,263.15",R$ 0.00,-2
2025160101NE000110,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 248,310.63","R$ 248,310.63",R$ 0.00,7
2025160101NE000111,27/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 118,507.64","R$ 118,507.64",R$ 0.00,4
2025160101NE000112,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 100.00,R$ 100.00,R$ 0.00,1
2025160101NE000113,27/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 11,021.83","R$ 11,021.83",R$ 0.00,0
2025160101NE000114,27/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,284,508.09","R$ 1,284,508.09",R$ 0.00,4
2025160101NE000115,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 14,787.37","R$ 14,787.37",R$ 0.00,1
2025160101NE000116,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 600.00,R$ 600.00,R$ 0.00,1
2025160101NE000117,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,R$ 568.15,R$ 568.15,R$ 0.00,0
2025160101NE000118,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 158,337.92","R$ 158,337.92",R$ 0.00,0
2025160101NE000119,27/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 73,841.19","R$ 73,841.19",R$ 0.00,1
2025160101NE000120,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 19,165.59","R$ 19,165.59",R$ 0.00,1
2025160101NE000121,27/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 67,970.86","R$ 67,970.86",R$ 0.00,1
2025160101NE000122,27/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,136.30","R$ 1,136.30",R$ 0.00,1
2025160101NE000123,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531832/2025,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2025160101NE000124,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531830/2025,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2025160101NE000125,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531827/2024,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2025160101NE000126,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531853/2025,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2025160101NE000127,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531845/2025,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2025160101NE000128,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531840/2025,R$ 864.75,R$ 0.00,R$ 0.00,0
2025160101NE000129,27/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531831/2025,R$ 864.75,R$ 864.75,R$ 0.00,3.5
2025160101NE000130,27/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/1531843,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2025160101NE000131,27/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/1531844,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2025160101NE000132,27/01/2025,ENILSON SANTANA MOREIRA BITTENCOURT,160101,2025/1531851,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2025160101NE000133,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 13,002,571.44",R$ 0.00,R$ 0.00,0
2025160101NE000134,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,223,642.03",R$ 0.00,R$ 0.00,0
2025160101NE000135,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"-R$ 13,002,571.44",R$ 0.00,R$ 0.00,-1
2025160101NE000136,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"-R$ 1,223,642.03",R$ 0.00,R$ 0.00,-1
2025160101NE000137,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 13,002,571.44","R$ 13,002,571.44",R$ 0.00,0
2025160101NE000138,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,223,642.03","R$ 1,223,642.03",R$ 0.00,1
2025160101NE000139,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531789/2025,R$ 370.61,R$ 370.61,R$ 0.00,1.5
2025160101NE000140,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 18,203,896.49","R$ 18,203,896.49",R$ 0.00,15
2025160101NE000141,28/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 53,370,981.49","R$ 53,370,981.49",R$ 0.00,14
2025160101NE000142,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531790/2025,R$ 370.61,R$ 370.61,R$ 0.00,1.5
2025160101NE000143,28/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 2,655,664.06","R$ 2,655,664.06",R$ 0.00,0
2025160101NE000144,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531798/2025,R$ 370.61,R$ 370.61,R$ 0.00,1.5
2025160101NE000145,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531791/2025,R$ 370.61,R$ 370.61,R$ 0.00,1.5
2025160101NE000146,28/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,467,402.70","R$ 1,467,402.70",R$ 0.00,5
2025160101NE000147,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531792/2025,R$ 370.61,R$ 370.61,R$ 0.00,1.5
2025160101NE000148,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,770.35",R$ 0.00,R$ 0.00,0
2025160101NE000149,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 3,888,183.00","R$ 3,888,183.00",R$ 0.00,3
2025160101NE000150,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"-R$ 1,770.35",R$ 0.00,R$ 0.00,-1
2025160101NE000151,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,153779/2025,R$ 370.61,R$ 370.61,R$ 0.00,1.5
2025160101NE000152,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 262,636.32","R$ 262,636.32",R$ 0.00,5
2025160101NE000153,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 962,122.35","R$ 962,122.35",R$ 0.00,1
2025160101NE000154,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 2,523,915.59","R$ 2,523,915.59",R$ 0.00,1
2025160101NE000155,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 1,230,236.41","R$ 1,230,236.41",R$ 0.00,0
2025160101NE000156,28/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 852,377.51","R$ 852,377.51",R$ 0.00,1
2025160101NE000157,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 6,658,706.42","R$ 6,658,706.42",R$ 0.00,1
2025160101NE000158,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 3,737.50",R$ 0.00,R$ 0.00,0
2025160101NE000159,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 862,436.81","R$ 862,436.81",R$ 0.00,0
2025160101NE000160,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"-R$ 3,737.50",R$ 0.00,R$ 0.00,-1
2025160101NE000161,28/01/2025,ANDREA DO SOCORRO DA SILVA SANTOS,160101,2025/2102616,"R$ 2,737.50","R$ 2,737.50",R$ 0.00,1
2025160101NE000162,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531842/2025,"R$ 1,111.82",R$ 0.00,R$ 0.00,0
2025160101NE000163,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531842/2025,"-R$ 1,111.82",R$ 0.00,R$ 0.00,-4.5
2025160101NE000164,28/01/2025,ELISANDRA CRISTINA COSTA RODRIGUES,160101,1531842/2025,"R$ 1,111.82","R$ 1,111.82",R$ 0.00,4.5
2025160101NE000165,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 882,067.35",R$ 0.00,R$ 0.00,0
2025160101NE000166,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,R$ 944.88,R$ 0.00,R$ 0.00,0
2025160101NE000167,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,R$ 529.86,R$ 0.00,R$ 0.00,0
2025160101NE000168,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 27,286.81",R$ 0.00,R$ 0.00,-1
2025160101NE000169,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 1,779.19",R$ 0.00,R$ 0.00,0
2025160101NE000170,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,R$ 89.13,R$ 0.00,R$ 0.00,0
2025160101NE000171,29/01/2025,ADRIANA BATISTA FONSECA,160101,2025/2102616,"R$ 1,134,343.94",R$ 0.00,R$ 0.00,0
2025160101NE000172,29/01/2025,MARCIA LIMA COSTA,160101,2025/2102616,"R$ 2,245.16",R$ 0.00,R$ 0.00,0
