OrdemBancaria,DatadoPagamento,DocumentodeLiquidacao,CodigoUnidadeGestora,NomeUsuarioQueCriou,Finalidade,Valor
2025160101OB00201,16/01/2025,2024160101DL018299,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DO ISS / NF: 46/2024, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE IGARAPÉ-AÇU/PA, 12ª MEDIÇÃO, CONTRATO: 061/2022, LOTE: 15. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO PARA PAGAMENTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 4,212.95"
2025160101OB00202,16/01/2025,2024160101DL019247,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, LG, OUTUBRO DE 2024, CONTRATO 203/18, NF 13609 E 13610 DE 2024 PROCESSO: 2431654/24.","-R$ 122,855.96"
2025160101OB00203,16/01/2025,2024160101DL019247,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, LG, OUTUBRO DE 2024, CONTRATO 203/18, NF 13609 PROCESSO: 2431654","R$ 122,855.96"
2025160101OB00204,16/01/2025,2025160101DL000010,160101,PAULO JORGE BRITO BORGES,PGT INSS,"R$ 85,972.07"
2025160101OB00205,16/01/2025,2024160101DL019246,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, LG, OUTUBRO DE 2024, CONTRATO 203/18, 13610. PROCESSO: 2431654/24.","R$ 28,279.88"
2025160101OB00206,25/02/2025,2024160101DL019258,160101,PAULO JORGE BRITO BORGES,PGT. INSS C.182,"R$ 6,140.36"
2025160101OB00207,25/02/2025,2024160101DL019257,160101,PAULO JORGE BRITO BORGES,INSS,"R$ 44,159.13"
2025160101OB00208,16/01/2025,2025160101DL000075,160101,FABIANO MOURA DE VASCONCELOS,PGTO REF ALUGUEL DE DEZMBRO/24 CTO 002/2010 CENTRO EDUCACIONAL CINDERELA,"R$ 4,002.85"
2025160101OB00209,16/01/2025,2025160101DL000075,160101,FABIANO MOURA DE VASCONCELOS,IRRF,R$ 157.96
2025160101OB00210,16/01/2025,2025160101DL000085,160101,FABIANO MOURA DE VASCONCELOS,PGTO REF ALUGUEL DE DEZEMBRO/24 CTO 005/2015 EEF LAR DE MARIA,"R$ 21,699.80"
2025160101OB00211,27/02/2025,2024160101DL019268,160101,PAULO JORGE BRITO BORGES,INSS,"R$ 32,241.11"
2025160101OB00212,16/01/2025,2025160101DL000087,160101,FABIANO MOURA DE VASCONCELOS,PGTO REF ALUGUEL DE DEZEMBRO/2024 CF CTO 190/2022,R$ 734.16
2025160101OB00213,25/02/2025,2024160101DL019263,160101,PAULO JORGE BRITO BORGES,INSS,"R$ 53,419.94"
2025160101OB00214,2/1/25,2024160101DL018662,160101,batch,IRRF,"-R$ 7,588.80"
2025160101OB00215,2/1/25,2024160101DL018122,160101,batch,IR DE NOVEMBRO/24,-R$ 824.76
2025160101OB00216,16/01/2025,2025160101DL000027,160101,batch,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","-R$ 22,182.52"
2025160101OB00217,17/01/2025,2025160101DL000115,160101,LUIZ GERALDO FERREIRA CARDOSO,ir.,R$ 130.57
2025160101OB00218,17/01/2025,2025160101DL000144,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),"R$ 1,680.00"
2025160101OB00219,17/01/2025,2025160101DL000099,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 3,296.47"
2025160101OB00220,17/01/2025,2025160101DL000169,160101,PAULO JORGE BRITO BORGES,"PGT. CONT.047/19;NF.7294,7295/ENS.FUNDAM/OUTUBRO/24; RESTOS A PG NÃO PROC. PROC. 1235079/24","R$ 576,770.87"
2025160101OB00221,17/01/2025,2025160101DL000121,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),"R$ 3,166.46"
2025160101OB00222,17/01/2025,2025160101DL000092,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,R$ 665.54
2025160101OB00223,17/01/2025,2025160101DL000090,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 3,491.33"
2025160101OB00224,17/01/2025,2025160101DL000120,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),R$ 329.46
2025160101OB00225,17/01/2025,2025160101DL000148,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),R$ 900.60
2025160101OB00226,17/01/2025,2025160101DL000131,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),"R$ 1,295.19"
2025160101OB00227,17/01/2025,2025160101DL000081,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 3,428.35"
2025160101OB00228,17/01/2025,2024160101DL018259,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 364/2024 DA NF 750/2024, REF. AOS DE SERVIÇOS DE CONSTRUÇÃO DE CRECHE NO MUNICÍPIO DE PALESTINA DO PARÁ/PA, 6ª BOLETIM DE MEDIÇÃO, CTO.107/22, LOTE:05. CONFORME ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 315,185.57"
2025160101OB00229,17/01/2025,2025160101DL000071,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),"R$ 4,601.29"
2025160101OB00230,17/01/2025,2024160101DL019118,160101,TATIANE IBIAPINA TEIXEIRA,"PGTO ISS/ NF: 40/24, REF. A 7º MEDIÇÃO DOS SERVIÇOS DE CONCLUSÃO DA CONSTRUÇÃO DA NOVA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO, COM 12 SALAS, LOCALIZADA NO MUNICÍPIO DE SÃO FELIX DO XINGÚ-PA, CTO.312/22, CONFORME O ATESTO DO FISCAL NO SERVÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO PARA PAGAMENTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 7,243.03"
2025160101OB00231,17/01/2025,2024160101DL019118,160101,TATIANE IBIAPINA TEIXEIRA,"PGTO I.R. / NF: 40/24, REF. A 7º MEDIÇÃO DOS SERVIÇOS DE CONCLUSÃO DA CONSTRUÇÃO DA NOVA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO, COM 12 SALAS, LOCALIZADA NO MUNICÍPIO DE SÃO FELIX DO XINGÚ-PA, CTO.312/22, CONFORME O ATESTO DO FISCAL NO SERVÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO PARA PAGAMENTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 3,476.65"
2025160101OB00232,17/01/2025,2025160101DL000114,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 2,787.11"
2025160101OB00233,17/01/2025,2024160101DL018187,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REF. AO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF 614/24, REF. AO RESJUSTE FINANCEIRO DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE CACHOEIRA DO ARARI-PA, PERÍODO DE FEVEREIRO E JUNHO DE 2024, LOTE 33, CONTRATO 025/2022, RETENÇÃO I.R.. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO .","R$ 174,572.83"
2025160101OB00234,17/01/2025,2024160101DL018182,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARTIZAÇÃO REF. AO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF: 617/2024, REF. AO REAJUSTE FINANCEIRO DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE SOURE/PA, PERÍODO DE FEVEREIRO E JUNHO DE 2024, CONTRATO: 027/2022, RETENÇÃO I.R..CONSIDERANDO ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 141,284.57"
2025160101OB00235,17/01/2025,2024160101DL018187,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REF. AO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R. / NF 614/24, REF. AO RESJUSTE FINANCEIRO DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE CACHOEIRA DO ARARI-PA, PERÍODO DE FEVEREIRO E JUNHO DE 2024, LOTE 33, CONTRATO 025/2022. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO .","R$ 2,120.32"
2025160101OB00236,17/01/2025,2025160101DL000178,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 34,251.52"
2025160101OB00237,17/01/2025,2024160101DL018080,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 354/2024 DA NF: 612/24, RETENÇÃO IRRF, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, NO MUNICÍPIO DE TERRA SANTA/PA, 9ª MEDIÇÃO, LOTE:28, CTO.023/2022. CONSIDERANDO O ATESTO DO FISCAL, A CONFORMIDADE DO NCI E O AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 881,413.04"
2025160101OB00238,17/01/2025,2025160101DL000177,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR. (LOCAÇÃO DE DEZEMBRO/2024),"R$ 16,500.00"
2025160101OB00239,17/01/2025,2025160101DL000062,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24. RESTO A PAGAR.,"R$ 8,092.14"
2025160101OB00240,17/01/2025,2025160101DL000175,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 6,275.15"
2025160101OB00241,17/01/2025,2025160101DL000176,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 22,552.63"
2025160101OB00242,17/01/2025,2025160101DL000174,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 10,908.26"
2025160101OB00243,17/01/2025,2024160101DL018182,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARTIZAÇÃO REF. AO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R./ NF: 617/2024, REF. AO REAJUSTE FINANCEIRO DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE SOURE/PA, PERÍODO DE FEVEREIRO E JUNHO DE 2024, CONTRATO: 027/2022.CONSIDERANDO ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 1,716.01"
2025160101OB00244,17/01/2025,2025160101DL000173,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 9,596.01"
2025160101OB00245,17/01/2025,2025160101DL000062,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 1,619.32"
2025160101OB00246,17/01/2025,2025160101DL000172,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 21,703.51"
2025160101OB00247,17/01/2025,2024160101DL018184,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF: 615/2024, REF. AO REAJUSTE FINANCEIRO DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE SALVATERRA/PA, PERÍODO DE FEVEREIRO E JUNHO DE 2024, CONTRATO: 026/2023, LOTE: 33, RETENÇÃO I.R.. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 134,461.55"
2025160101OB00248,17/01/2025,2024160101DL018080,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 354/2024 DO IRRF DA NF: 612/24, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, NO MUNICÍPIO DE TERRA SANTA/PA, 9ª MEDIÇÃO, LOTE:28, CTO.023/2022. CONSIDERANDO O ATESTO DO FISCAL, A CONFORMIDADE DO NCI E O AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 10,705.42"
2025160101OB00249,17/01/2025,2025160101DL000151,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 827.63
2025160101OB00250,17/01/2025,2024160101DL018184,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R. / NF: 615/2024, REF. AO REAJUSTE FINANCEIRO DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE SALVATERRA/PA, PERÍODO DE FEVEREIRO E JUNHO DE 2024, CONTRATO: 026/2023, LOTE: 33. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 1,633.14"
2025160101OB00251,17/01/2025,2025160101DL000170,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 21,852.94"
2025160101OB00252,17/01/2025,2025160101DL000171,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 7,176.98"
2025160101OB00253,17/01/2025,2024160101DL017504,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 348/2024 DA NF 609/2024 E RETENÇÃO IRRF, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOTE 28, LOCALIZADA NO MUNICÍPIO DE FARO/PA, 8ª MEDIÇÃO, CONTRATO: 018/2022. CONSIDERANDO O ATESTO DO FISCAL DO CTO NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 971,788.13"
2025160101OB00254,17/01/2025,2024160101DL018160,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF 613/24, REF. A 5ª MEDIÇÃO DA CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE CACHOEIRA DO ARARI-PA, LOTE 33, CONTRATO 025/2022, RETENÇÃO I.R.. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO .","R$ 206,766.89"
2025160101OB00255,17/01/2025,2024160101DL017504,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 348/2024 DO IRRF DA NF 609/2024, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOTE 28, LOCALIZADA NO MUNICÍPIO DE FARO/PA, 8ª MEDIÇÃO, CONTRATO: 018/2022. CONSIDERANDO O ATESTO DO FISCAL DO CTO NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 11,803.09"
2025160101OB00256,17/01/2025,2024160101DL018160,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R. / NF 613/24, REF. A 5ª MEDIÇÃO DA CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE CACHOEIRA DO ARARI-PA, LOTE 33, CONTRATO 025/2022. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO .","R$ 2,511.34"
2025160101OB00257,17/01/2025,2025160101DL000168,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 48,021.01"
2025160101OB00258,17/01/2025,2024160101DL019119,160101,PAULO JORGE BRITO BORGES,PGT. INSS. AAJ LOUR/SET,"R$ 51,688.58"
2025160101OB00259,17/01/2025,2024160101DL019119,160101,PAULO JORGE BRITO BORGES,PGT. INSS. AAJ LOUR/SET,"-R$ 51,688.58"
2025160101OB00260,17/01/2025,2024160101DL019120,160101,PAULO JORGE BRITO BORGES,PGT. INSS MEDIO,"R$ 84,026.18"
2025160101OB00261,17/01/2025,2025160101DL000185,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24.RESTO A PAGAR.,"R$ 30,155.18"
2025160101OB00262,17/01/2025,2024160101DL018186,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 363/2024 DA NF: 749/24, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, NO MUNICÍPIO DE RURÓPOLIS/PA, 4ª MEDIÇÃO, CTO.110/2022. CONSIDERANDO O ATESTO DO FISCAL DO CONTRATO, A CONFORMIDADE DO NCI E O AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 415,563.08"
2025160101OB00263,17/01/2025,2025160101DL000187,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 386.23
2025160101OB00264,17/01/2025,2025160101DL000186,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 6,420.78"
2025160101OB00265,17/01/2025,2024160101DL018309,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 372/2024 DO IRRF DA NF: 610/2024 REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE ANANINDEUA/PA, 9ª MEDIÇÃO, CONTRATO: 024/2022, RETENÇÃO IRRF. CONSIDERANDO O ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 9,248.52"
2025160101OB00266,17/01/2025,2025160101DL000186,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 1,199.60"
2025160101OB00267,17/01/2025,2025160101DL000184,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24. RESTO A PAGAR.,"R$ 1,323.74"
2025160101OB00268,17/01/2025,2024160101DL019119,160101,PAULO JORGE BRITO BORGES,PGT INSS AAJ,"R$ 51,688.58"
2025160101OB00269,17/01/2025,2025160101DL000183,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 1,027.83"
2025160101OB00270,17/01/2025,2025160101DL000182,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 21,596.34"
2025160101OB00271,17/01/2025,2024160101DL019089,160101,PAULO JORGE BRITO BORGES,PGT INSS C.124,"R$ 53,422.66"
2025160101OB00272,17/01/2025,2024160101DL019091,160101,PAULO JORGE BRITO BORGES,PGT INSS C.124,"R$ 32,241.11"
2025160101OB00273,17/01/2025,2024160101DL019123,160101,PAULO JORGE BRITO BORGES,PGT INSS C.182,"R$ 2,456.14"
2025160101OB00274,17/01/2025,2025160101DL000182,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 6,955.85"
2025160101OB00275,17/01/2025,2024160101DL019124,160101,PAULO JORGE BRITO BORGES,PGT INSS C.182,"R$ 17,663.65"
2025160101OB00276,17/01/2025,2025160101DL000204,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 034/19, NF 11713696 A 11713698. PROCESSO: 1242027/24.","R$ 185,544.33"
2025160101OB00277,17/01/2025,2025160101DL000181,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24. RESTO A PAGAR.,"R$ 12,870.96"
2025160101OB00278,17/01/2025,2025160101DL000205,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 034/19, NF 11713692 A 11713694. PROCESSO: 1242027/24.","R$ 251,556.26"
2025160101OB00279,17/01/2025,2025160101DL000181,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 3,431.98"
2025160101OB00280,17/01/2025,2025160101DL000188,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 3,445.55"
2025160101OB00281,17/01/2025,2025160101DL000188,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,R$ 59.61
2025160101OB00282,17/01/2025,2025160101DL000197,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 8,846.02"
2025160101OB00283,17/01/2025,2025160101DL000195,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 1,132.71"
2025160101OB00284,17/01/2025,2025160101DL000194,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 38,989.82"
2025160101OB00285,17/01/2025,2025160101DL000210,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 332/19, NF 11713688/24. PROCESSO: 1242284/24.","R$ 165,437.10"
2025160101OB00286,17/01/2025,2025160101DL000193,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 44,345.46"
2025160101OB00287,17/01/2025,2025160101DL000192,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 365.66
2025160101OB00288,17/01/2025,2025160101DL000211,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 332/19, NF 11713689/24. PROCESSO: 1242284/24.","R$ 273,998.70"
2025160101OB00289,17/01/2025,2025160101DL000207,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 9,745.41"
2025160101OB00290,17/01/2025,2025160101DL000207,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 2,460.66"
2025160101OB00291,17/01/2025,2025160101DL000206,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 9,391.82"
2025160101OB00292,17/01/2025,2025160101DL000198,160101,LUIZ GERALDO FERREIRA CARDOSO,"PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,","R$ 12,877.10"
2025160101OB00293,17/01/2025,2025160101DL000190,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 12,000.00"
2025160101OB00294,17/01/2025,2025160101DL000189,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 6,053.27"
2025160101OB00295,17/01/2025,2025160101DL000198,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 3,648.55"
2025160101OB00296,17/01/2025,2025160101DL000208,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 13,523.34"
2025160101OB00297,17/01/2025,2025160101DL000209,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 10,045.36"
2025160101OB00298,17/01/2025,2025160101DL000166,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 11,150.42"
2025160101OB00299,17/01/2025,2025160101DL000165,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 2,814.46"
2025160101OB00300,17/01/2025,2025160101DL000209,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 2,360.21"
2025160101OB00301,17/01/2025,2025160101DL000203,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 1,195.63"
2025160101OB00302,17/01/2025,2025160101DL000200,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 5,536.01"
2025160101OB00303,17/01/2025,2025160101DL000221,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 9,741.01"
2025160101OB00304,17/01/2025,2025160101DL000200,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,R$ 863.99
2025160101OB00305,17/01/2025,2025160101DL000219,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 18,165.47"
2025160101OB00306,17/01/2025,2025160101DL000220,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 819.37
2025160101OB00307,17/01/2025,2025160101DL000202,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 38,475.76"
2025160101OB00308,17/01/2025,2025160101DL000218,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 325.53
2025160101OB00309,17/01/2025,2025160101DL000216,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 632.29
2025160101OB00310,17/01/2025,2025160101DL000201,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 726.97
2025160101OB00311,17/01/2025,2025160101DL000217,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 13,098.24"
