OrdemBancaria,DatadoPagamento,DocumentodeLiquidacao,CodigoUnidadeGestora,NomeUsuarioQueCriou,Finalidade,Valor
2025160101OB00097,16/01/2025,2024160101DL018291,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO DO PAGAMENTO ATRAÉS DE OFÍCIO DA NF: 869/24, REF. AO REAJUSTE FINANCEIRO DA 6ª A 8ª MEDIÇÃO, PERÍODO: JAN A ABRIL, DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC,NO MUNICÍPIO DE BANACH / PA, LOTE:3, CTO.021/22,RETENÇÃO I.R.. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO, CONFORMIDADE NO EMPENHO DO NCI E AUTORIZO P/ PGTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 227,126.88"
2025160101OB00098,16/01/2025,2024160101DL018291,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO DO PAGAMENTO ATRAÉS DE OFÍCIO DO I.R.- NF: 869/24, REF. AO REAJUSTE FINANCEIRO DA 6ª A 8ª MEDIÇÃO, PERÍODO: JAN A ABRIL, DOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC,NO MUNICÍPIO DE BANACH / PA, LOTE:3, CTO.021/22. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO, CONFORMIDADE NO EMPENHO DO NCI E AUTORIZO P/ PGTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 2,758.63"
2025160101OB00099,16/01/2025,2024160101DL019123,160101,PAULO JORGE BRITO BORGES,PGT. CONT.182/18;NF.27018;ENS.fundam/SETEMBRO/24; PROC.1174198/24,"R$ 24,397.72"
2025160101OB00100,16/01/2025,2024160101DL019124,160101,PAULO JORGE BRITO BORGES,PGT. CONT.182/18;NF.27019;ENS. médio/SETEMBRO/24; PROC.1174198/24,"R$ 175,458.96"
2025160101OB00101,16/01/2025,2025160101DL000104,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, SETEMBRO DE 2024, CONT: 332/18, NF 11713628/24. PROCESSO: 1199513/24.","R$ 165,437.10"
2025160101OB00102,16/01/2025,2025160101DL000065,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 11,137.21"
2025160101OB00103,16/01/2025,2025160101DL000049,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 4,937.95"
2025160101OB00104,16/01/2025,2025160101DL000059,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24. RESTO A PAGAR.,"R$ 2,001.44"
2025160101OB00105,16/01/2025,2025160101DL000116,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, SETEMBRO DE 2024, CONTRATO 332/18, NF 11713625/24. PROCESSO: 1199513/24.","R$ 273,998.70"
2025160101OB00106,16/01/2025,2025160101DL000104,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, KAPA, SETEMBRO DE 2024, NF 11713628 E 11713625 DE 2024. CONTRATO: 332/18. PROCESSO: 1199513/24.","R$ 61,032.76"
2025160101OB00107,16/01/2025,2024160101DL019125,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, SETEMBRO DE 2024, CONT: 229/18, NF 11713616 A 11713619. PROCESSO: 1199420/24.","R$ 346,934.71"
2025160101OB00108,16/01/2025,2024160101DL019122,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, SETEMBRO DE 2024, CONTRATO: 229/18, NF 11713612 A 11713615 DE 2024. PROCESSO: 1199420/24.","R$ 302,888.10"
2025160101OB00109,16/01/2025,2025160101DL000073,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 21,218.31"
2025160101OB00110,16/01/2025,2024160101DL019125,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, KAPA, SETEMBRO, CONTRATO 229/18, NF 11713616 A 11713619 DE 2024. PROCESSO: 1199420/24.","R$ 48,185.38"
2025160101OB00111,16/01/2025,2025160101DL000114,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 11,170.85"
2025160101OB00112,16/01/2025,2024160101DL019122,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, KAPA, SETEMBRO DE 2024, NF 11713612 A 11713615, CONTRATO 229/18. PROCESSO: 1199420/24.","R$ 42,067.79"
2025160101OB00113,16/01/2025,2025160101DL000117,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 11,736.78"
2025160101OB00114,16/01/2025,2025160101DL000041,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.IR.NF.3267.,"R$ 41,537.47"
2025160101OB00115,16/01/2025,2025160101DL000110,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 1,260.00"
2025160101OB00116,16/01/2025,2025160101DL000108,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 981.47
2025160101OB00117,16/01/2025,2024160101DL019201,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, REFERENTE AO CONSUMO DE DEZEMBRO/2024, PELA PRESTAÇÃO DE SERVIÇO NA EE JOSÉ AGOSTINHO GUERRA",R$ 574.00
2025160101OB00118,16/01/2025,2024160101DL019262,160101,PAULO JORGE BRITO BORGES,COMPLEMENTAÇÃO DA DL 19255/24;OB 00050/25 E DL 19262/24; NF.27026 E 27024; EMPRESA DIAMOND - SANTAREM-CONT.230/18; 19 DIAS DE OUT/24.,"R$ 10,974.03"
2025160101OB00119,16/01/2025,2024160101DL019256,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.INSS.NF.8632.,"R$ 21,449.40"
2025160101OB00120,16/01/2025,2025160101DL000102,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 554.88
2025160101OB00121,16/01/2025,2025160101DL000123,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT LINK, AGOSTO DE 2024, CONTRATO 053/24, NF 412/24. PROCESSO: 1176852/24.","R$ 2,638,238.70"
2025160101OB00122,16/01/2025,2024160101DL019206,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, REFERENTE A PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024, NAS ESCOLAS: - EE PROF. ISABEL MARACAIPE - EEEM PAPA PAULO VI - EEEM ELZA DANTAS EEEM GETÚLIO VARGAS E EEEF BRASIL TROPICAL","R$ 11,707.92"
2025160101OB00123,16/01/2025,2025160101DL000105,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 1,584.01"
2025160101OB00124,25/02/2025,2025160101DL000044,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.IR.NF.2531.,"R$ 23,242.96"
2025160101OB00125,16/01/2025,2025160101DL000121,160101,ROSEMARY SANTOS DOS REIS,"PAGTO EM RESTOS A PAGAR, REFERÊNCIA DEZEMBRO/2024, CTO. 011/2008, EEEF XV DE OUTUBRO, MUNICÍPIO DE BELÉM","R$ 12,170.96"
2025160101OB00126,16/01/2025,2025160101DL000125,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PELO SERVIÇO PRESTADO EM DEZEMBRO/2024, NAS ESCOLA EEEM JOÃO NELSON",R$ 66.53
2025160101OB00127,16/01/2025,2025160101DL000101,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 779.51
2025160101OB00128,16/01/2025,2025160101DL000047,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET. IR. NF.2209.,"R$ 22,652.56"
2025160101OB00129,16/01/2025,2025160101DL000115,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 3,847.63"
2025160101OB00130,16/01/2025,2025160101DL000071,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DO MES DE DEZEMBRO/2024,"R$ 15,348.71"
2025160101OB00131,16/01/2025,2025160101DL000119,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DEZEMBRO/2024,"R$ 4,739.99"
2025160101OB00132,16/01/2025,2025160101DL000041,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.ISS.NF.3267.,"R$ 43,268.20"
2025160101OB00133,16/01/2025,2025160101DL000119,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR (LOCAÇAO DE DEZEMBRO/2024),R$ 562.06
2025160101OB00134,16/01/2025,2025160101DL000027,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","R$ 212,051.56"
2025160101OB00135,16/01/2025,2025160101DL000100,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 15,701.74"
2025160101OB00136,16/01/2025,2025160101DL000027,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","R$ 22,182.52"
2025160101OB00137,16/01/2025,2025160101DL000128,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 016/24. FUNDAMENTAL PROCESSO: 1242388/24.","R$ 908,243.53"
2025160101OB00138,16/01/2025,2025160101DL000090,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24. RESTO A PAGAR.,"R$ 13,027.41"
2025160101OB00139,16/01/2025,2025160101DL000044,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.ISS.NF.2531.,"R$ 24,211.41"
2025160101OB00140,16/01/2025,2025160101DL000126,160101,TATIANE IBIAPINA TEIXEIRA,"PGTO DA NF: 6684/2024, REF. AO FORNECIMENTO DE MERENDA ESCOLAR NAS ESCOLAS DA REGIÃO METROPOLITANA DE BELÉM / INTERIOR, ATENDENDO OS PROGRAMAS: AEE, FUND, EJA, MÉDIO E T.INTEGRAL, PLANO INTERNO: 101008477C, AÇÃO: 282.882, CTO. 085/2023, RETENÇÃO I.R.. CONSIDERANDO O ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 50,666.62"
2025160101OB00141,16/01/2025,2025160101DL000094,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇAO DE DEZEMBRO/2024,"R$ 29,505.80"
2025160101OB00142,16/01/2025,2025160101DL000027,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","R$ 171,785.69"
2025160101OB00143,16/01/2025,2025160101DL000086,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇAO DE DEZEMBRO/2024,"R$ 1,107.30"
2025160101OB00144,16/01/2025,2025160101DL000099,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 12,513.69"
2025160101OB00145,16/01/2025,2025160101DL000126,160101,TATIANE IBIAPINA TEIXEIRA,"PGTO I.R.DA NF: 6684/2024, REF. AO FORNECIMENTO DE MERENDA ESCOLAR NAS ESCOLAS DA REGIÃO METROPOLITANA DE BELÉM / INTERIOR, ATENDENDO OS PROGRAMAS: AEE, FUND, EJA, MÉDIO E T.INTEGRAL, PLANO INTERNO: 101008477C, AÇÃO: 282.882, CTO. 085/2023. CONSIDERANDO O ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.",R$ 615.38
2025160101OB00146,16/01/2025,2025160101DL000080,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇAO DE DEZEMBRO/2024,R$ 572.58
2025160101OB00147,16/01/2025,2025160101DL000047,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.ISS.NF.2209.,"R$ 23,596.42"
2025160101OB00148,16/01/2025,2025160101DL000027,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","R$ 22,182.52"
2025160101OB00149,16/01/2025,2025160101DL000077,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF.LOCAÇAO DE DEZEMBRO/2024,R$ 876.32
2025160101OB00150,16/01/2025,2025160101DL000027,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","R$ 37,872.07"
2025160101OB00151,16/01/2025,2025160101DL000130,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 016/24, NF 11713654 A 11713685. PROCESSO: 1242388/24.","R$ 1,152,907.88"
2025160101OB00152,16/01/2025,2025160101DL000027,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO FUNDAMENTAL","R$ 67,232.32"
2025160101OB00153,16/01/2025,2025160101DL000127,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 6,283.05"
2025160101OB00154,16/01/2025,2025160101DL000011,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.ISS.NF.4031.,"R$ 10,481.40"
2025160101OB00155,16/01/2025,2025160101DL000127,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. IR (LOCAÇAO DE DEZEMBRO/2024),"R$ 1,147.35"
2025160101OB00156,25/02/2025,2025160101DL000043,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO.RET.ISS.NF.3665.,"R$ 30,457.26"
2025160101OB00157,16/01/2025,2025160101DL000066,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 13,523.34"
2025160101OB00158,16/01/2025,2025160101DL000028,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO MÉDIO","R$ 24,513.94"
2025160101OB00159,16/01/2025,2024160101DL017872,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF: 42/2024 - REF. A CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, NO MUNICÍPIO DE MAGALHAES BARATA/PA, CTO. Nº.062/2022, 10ª. BM, RETENÇÃO ISS / I.R.. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE NO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 307,001.60"
2025160101OB00160,16/01/2025,2025160101DL000093,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 300.04
2025160101OB00161,16/01/2025,2025160101DL000028,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - ENSINO MÉDIO","R$ 89,542.27"
2025160101OB00162,16/01/2025,2025160101DL000131,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 6,672.80"
2025160101OB00163,16/01/2025,2025160101DL000098,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO E PAGAR.,R$ 392.47
2025160101OB00164,16/01/2025,2025160101DL000029,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - UNIDADES ADMINISTRATIVAS","R$ 16,501.61"
2025160101OB00165,16/01/2025,2024160101DL017872,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R. / NF: 42/2024 - REF. A CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, NO MUNICÍPIO DE MAGALHAES BARATA/PA, CTO. Nº.062/2022, 10ª BM. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE NO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 3,825.57"
2025160101OB00166,16/01/2025,2024160101DL017872,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO DO ISS / NF: 42/2024 - REF. A CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, NO MUNICÍPIO DE MAGALHAES BARATA/PA, CTO. Nº.062/2022, 10ª BM. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE NO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 7,969.93"
2025160101OB00167,16/01/2025,2025160101DL000118,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 834.56
2025160101OB00168,16/01/2025,2025160101DL000092,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 5,577.61"
2025160101OB00169,16/01/2025,2025160101DL000081,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 12,861.39"
2025160101OB00170,16/01/2025,2025160101DL000136,160101,ELIANE CRISTINA DA CUNHA LEAL,"EM RESTOS A PAGAR, PRESTAÇÃO DE SERVIÇO EM DEZEMBRO/2024 - NA ESCOLA ESTADUAL DE ENSINO MEDIO DR. FABIO LUZ E E.E.ANTONIO BRASIL",R$ 382.00
2025160101OB00171,16/01/2025,2025160101DL000139,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, CONTRATO 033/19, NF 11713690/24. PROCESSO: 1241970/24.","R$ 312,074.03"
2025160101OB00172,16/01/2025,2025160101DL000138,160101,PAULO JORGE BRITO BORGES,LIQUID. REF. CONT. 047/19;NF.7293;RESTOS A PG PROC. EN.MÉDIO/OUTUBRO/24 - ANANINDEUA. PROC. 1235079/24,"R$ 466,942.91"
2025160101OB00173,16/01/2025,2025160101DL000088,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 740.47
2025160101OB00174,16/01/2025,2024160101DL018309,160101,Marcos Roberto Nascimento da Silva,"REGULARIZAÇÃO DO PAGAMENTO ATRAVÉS DE OFÍCIO Nº 372/2024 DA NF: 610/2024 REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE ANANINDEUA/PA, 9ª MEDIÇÃO, CONTRATO: 024/2022, RETENÇÃO IRRF. CONSIDERANDO O ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 761,461.87"
2025160101OB00175,16/01/2025,2025160101DL000137,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 28,079.88"
2025160101OB00176,16/01/2025,2024160101DL018164,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF: 611/2024, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE SOURE/PA, 5ª MEDIÇÃO, CONTRATO: 027/2022, RETENÇÃO I.R..CONSIDERANDO ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 212,570.49"
2025160101OB00177,16/01/2025,2025160101DL000079,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 12,294.99"
2025160101OB00178,16/01/2025,2025160101DL000078,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 1,001.47"
2025160101OB00179,16/01/2025,2024160101DL018164,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R./ NF: 611/2024, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE SOURE/PA, 5ª MEDIÇÃO, CONTRATO: 027/2022.CONSIDERANDO ATESTO DO FISCAL, CONFORMIDADE DO NCI E AUTORIZO SUPERIOR PARA PAGAMENTO.","R$ 2,581.83"
2025160101OB00180,16/01/2025,2025160101DL000142,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT KAPA, OUTUBRO DE 2024, NF 11713691/24, CONTRATO 033/19. PROCESSO: 1241970/24.","R$ 362,593.34"
2025160101OB00181,16/01/2025,2025160101DL000076,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 871.42
2025160101OB00182,16/01/2025,2025160101DL000144,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 33,320.00"
2025160101OB00183,16/01/2025,2025160101DL000074,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,"R$ 23,984.02"
2025160101OB00184,16/01/2025,2025160101DL000143,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,R$ 535.54
2025160101OB00185,16/01/2025,2025160101DL000069,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZEMBRO/24 RESTO A PAGAR.,R$ 495.49
2025160101OB00186,16/01/2025,2025160101DL000140,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇAO DE DEZEMBRO/2024,R$ 619.71
2025160101OB00187,16/01/2025,2025160101DL000134,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 32,155.44"
2025160101OB00188,16/01/2025,2025160101DL000132,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 22,502.65"
2025160101OB00189,16/01/2025,2025160101DL000129,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇAO DE DEZEMBRO/2024,"R$ 46,300.00"
2025160101OB00190,16/01/2025,2025160101DL000141,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. LOCAÇÃO DE DEZEMBRO/2024,"R$ 16,380.47"
2025160101OB00191,16/01/2025,2024160101DL019247,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, LG, OUTUBRO DE 2024, CONTRATO 203/18, NF 13609 E 13610 DE 2024 PROCESSO: 2431654/24.","R$ 122,855.96"
2025160101OB00192,16/01/2025,2025160101DL000051,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, KAPA, OUTUBRO DE 2024, CONTRATO 229/18. PROCESSO: 1242056/24","R$ 90,253.17"
2025160101OB00193,16/01/2025,2025160101DL000146,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO AO MÊS DE DEZEMBRO/24. RESTO A PAGAR.,"R$ 8,227.34"
2025160101OB00194,16/01/2025,2025160101DL000123,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, LINK, AGOSTO DE 2024, CONTRATO 053/24, NF 412/24. PROCESSO: 1176852/24.","R$ 129,846.20"
2025160101OB00195,16/01/2025,2025160101DL000146,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 1,670.61"
2025160101OB00196,16/01/2025,2025160101DL000130,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, KAPA, MEDIO, CONTRATO: 016/24, OUTUBRO. PROCESSO: 1242388/24.","R$ 160,126.09"
2025160101OB00197,16/01/2025,2025160101DL000128,160101,EULLER ADRIANO QUEIROZ LIMA,"PGT INSS, KAPA, AGOSTO DE 2024, CONTRATO 016/24, FUNDAMENTAL. PROCESSO: 1242388/24.","R$ 126,144.93"
2025160101OB00198,16/01/2025,2025160101DL000074,160101,LUIZ GERALDO FERREIRA CARDOSO,IR.,"R$ 7,647.28"
2025160101OB00199,16/01/2025,2024160101DL018299,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DA NF: 46/2024, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE IGARAPÉ-AÇU/PA, 12ª MEDIÇÃO, CONTRATO: 061/2022, LOTE: 15, RETENÇÃO IRRF/ISS. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO PARA PAGAMENTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 162,282.91"
2025160101OB00200,16/01/2025,2024160101DL018299,160101,TATIANE IBIAPINA TEIXEIRA,"REGULARIZAÇÃO REFERENTE AO PAGAMENTO ATRAVÉS DE OFÍCIO DO I.R. / NF: 46/2024, REF. AOS SERVIÇOS DE CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE IGARAPÉ-AÇU/PA, 12ª MEDIÇÃO, CONTRATO: 061/2022, LOTE: 15. CONSIDERANDO O ATESTO DO FISCAL NO SERVIÇO PRESTADO, CONFORMIDADE DO NCI E AUTORIZO PARA PAGAMENTO DO SECRETÁRIO ADJUNTO DE INFRAESTRUTURA.","R$ 2,022.22"
