OrdemBancaria,DatadoPagamento,DocumentodeLiquidacao,CodigoUnidadeGestora,NomeUsuarioQueCriou,Finalidade,Valor
2026160101OB01822,4/2/26,2026160101DL000212,160101,OSVALDO SOUZA DOS SANTOS,RESSARCIMENTO DE DIÁRIAS DATA: 19 A 20/01/2026 TRAJETO: BELÉM/CACHOEIRA DO ARARI/BELÉM,R$ 370.61
2026160101OB01832,4/2/26,2026160101DL000215,160101,OSVALDO SOUZA DOS SANTOS,RESSARCIMENTO DE DIÁRIAS DATA: 19 A 20/01/2026 TRAJETO: BELÉM/CACHOEIRA DO ARARI/BELÉM,R$ 370.61
2026160101OB01833,4/2/26,2026160101DL000197,160101,AUCELIA MARIA CUNHA DE OLIVEIRA,PARTICIPAÇÃO NA CARAVANA EDUCAÇÃO POR TODO O PARÁ PRD 109320 PER 09 À 13/02/26 BEL/ABAETETUBA/BEL,"-R$ 1,111.82"
2026160101OB01838,4/2/26,2026160101DL000218,160101,OSVALDO SOUZA DOS SANTOS,"PAGAMENTO REFERENTE A PRESTAÇAO DE SERVIÇO MÊS DE JANEIRO DE 2026,UNIDADE ADMINISTRATIVA","R$ 3,511.62"
2026160101OB01859,4/2/26,2026160101DL000208,160101,FABIO KLEYTON DA SILVA MIRANDA,"REPASSE DA 2º PARCELA DO CONVÊNIO 055/2023, QUE TEM COMO OBJETIVO A CONSTRUÇÃO DE CRECHE PADRÃO SEDUC, LOCALIZADA NO MUNICÍPIO DE BOM JESUS DO TOCANTINS.","R$ 2,154,623.92"
2026160101OB01860,4/2/26,2026160101DL000220,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO PERIODO DE 01 A 09/12/25.,R$ 130.32
2026160101OB01874,5/2/26,2026160101DL000226,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 3,648.11"
2026160101OB01876,5/2/26,2026160101DL000229,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO.DE DIARIA PRD.109406 PERIODO 05 à 09/02/2026 TRAJETO BELÉM/TOMÉ AÇU/BELÉM. Objetivo: PARA ATUAR NA ORGANIZAÇÃO E LOGISTICA PARA A INAUGURAÇÃO DA ESCOLA ESTADUAL FABIO LUZ, NO MUNICIPIO DE TOMÉ AÇU, PREVISTA PARA O DIA 09/02/2026","R$ 1,111.82"
2026160101OB01877,5/2/26,2026160101DL000230,160101,AUCELIA MARIA CUNHA DE OLIVEIRA,ORG. LOGÍSTICA P/ INAUGURAÇÃO DA EE FÁBIO LUZ/TOMÉ -AÇU PREVISTA P/ O DIA 09/02/26 BEL/TOMÉ-AÇU/BEL,"R$ 1,111.82"
2026160101OB01879,5/2/26,2026160101DL000231,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109408 PER 05 Á 09/02/26 NUN. TOMÉ-AÇU ( DESL, PARA ATUAR NA ORGANIZAÇÃO E LOGÍSTICA PARA A INAUGURAÇÃO DA ESC. EST. FÁBIO LUZ, NO MUN. DE TOMÉ-AÇU PREVISTA PARA O DIA 09/02/26","R$ 1,111.82"
2026160101OB01880,5/2/26,2026160101DL000232,160101,AUCELIA MARIA CUNHA DE OLIVEIRA,ORG. LOGÍSTICA P/ INAUGURAÇÃO DA EE. FÃBIO LUZ/TOMÉ-AÇU PREVISTA PARA O DIA 09/02/26 PRD 109402 PER 06 À 09/02/26 BEL/IGARAPÉ-AÇU/BEL,"R$ 1,111.82"
2026160101OB01881,5/2/26,2026160101DL000233,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO.DE DIARIA PRD.109420 PERÍODO 05 À 09/02/2026 TRAJETO BELÉM/TOMÉ AÇU/BELÉM. Objetivo: PARA CONDUZIR A EQUIPE DE DE LOGISTICA E ORGANIZAÇÃO PARA A INAUGURAÇÃO DA ESCOLA FABIO LUZ, NO MUNICIPIO DE TOMÉ AÇU, PREVISTA PARA O DIA 09/02.","R$ 1,111.82"
2026160101OB01883,5/2/26,2026160101DL000228,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 3,857.35"
2026160101OB01884,5/2/26,2026160101DL000224,160101,OSVALDO SOUZA DOS SANTOS,"PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026,NTE DE REDENÇÃO",R$ 94.82
2026160101OB01888,5/2/26,2026160101DL000227,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL DE JANEIRO/26 CTO.281/2022 EE.PROFª.GUAJARINA SOUZA DA SILVA.,"R$ 28,018.86"
2026160101OB01892,5/2/26,2026160101DL000227,160101,LEANDRO NISSIM MEYR TOBELEM,PGT IRRF ALUGUEL DE JANEIRO/26 CTO.281/2022 EE.PROFª.GUAJARINA SOUZA DA SILVA.,"R$ 1,412.71"
2026160101OB01953,5/2/26,2026160101DL000250,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 4,700.00"
2026160101OB01959,5/2/26,2026160101DL000246,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE ENSINO FUNDAMENTAL,"R$ 940,035.31"
2026160101OB01962,5/2/26,2026160101DL000246,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE ENSINO FUNDAMENTAL,"R$ 374,812.87"
2026160101OB01964,5/2/26,2026160101DL000246,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE ENSINO FUNDAMENTAL,"R$ 592,211.69"
2026160101OB01968,5/2/26,2026160101DL000248,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE ENSINO MÉDIO,"R$ 497,398.12"
2026160101OB01969,5/2/26,2026160101DL000248,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE ENSINO MÉDIO,"R$ 446,895.05"
2026160101OB01978,5/2/26,2026160101DL000249,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE CONSELHO ESTADUAL,"R$ 2,569.44"
2026160101OB01980,5/2/26,2026160101DL000251,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE UNIDADE ADMINISTRATIVA,"R$ 31,446.79"
2026160101OB01981,5/2/26,2026160101DL000251,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE UNIDADE ADMINISTRATIVA,"R$ 187,918.99"
2026160101OB01982,5/2/26,2026160101DL000251,160101,OSVALDO SOUZA DOS SANTOS,PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026-MODALIDADE UNIDADE ADMINISTRATIVA,"R$ 81,729.93"
2026160101OB01984,5/2/26,2026160101DL000265,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109326 PER 10 Á 11/02/26 MUN. BELÉM/SANTA BARBARA DO PARÁ ( DESL. VISITAS TÉCNICA AOS CONVÊNIOS DO PROGRAMA CRECHES POR TODO O PARÁ, CONSTRUCÃO DE CRECHE PADRÃO SEDUC DO CONVÊNIO 037/2023 E REFORMA DA E.E. SANTA BARBARA DO CONVÊNIO 048/2023, TODAS NO MUN. DE SANTA BARBARA )",R$ 370.61
2026160101OB01986,5/2/26,2026160101DL000270,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO. DE DIÁRIA PRD.109389 PERÍODO 10 À 13/02/2026 TRAJETO BELÉM/TAILÂNDIA/BELÉM. Objetivo: A ação tem como objetivo fortalecer o acompanhamento pedagógico, a gestão educacional e o apoio técnico aos municípios atendidos, por meio de atendimentos presenciais realizados pelas equipes técnicas desta Secretaria, contemplando Diretorias Regionais de Ensino (DREs) , polos formativos e municípios vinculados",R$ 864.75
2026160101OB01987,5/2/26,2026160101DL000271,160101,OSVALDO SOUZA DOS SANTOS,RESSARCIMENTO DE DIÁRIAS DATA: 14 A 15/01/2026 TRAJETO: BELÉM/PEIXE-BOI/BELÉM,R$ 370.61
2026160101OB01988,5/2/26,2026160101DL000269,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109396 PER 10 Á 13/02/26 MUN. BELÉM/TAILÂNDIA ( DESL. A AÇÃO TEM COMO OBJETIVO FORTALECER O ACOMP, PEDAGÓGICO A GESTÃO EDUC. E O APOIO TÉCNICO AOS MUN. ATENDIDOS, POR MEIO DE ATEND. PRESENCIAL REALIZADO PELAS EQUIPE TÉCNICAS DESTA SECRETARIA ).S",R$ 864.75
2026160101OB01990,5/2/26,2026160101DL000273,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO DE DIARIA PRD109399 PERIODO 10 A 13/02/2026 TRAJETO BELÉM/TAILÂNDIA/BELÉ Objetivo: Fortalecer o acompanhamento pedagógico, a gestão educacional e o apoio técnico aos municípios atendidos, por meio de atendimentos presenciais realizados pelas equipes técnicas desta Secretaria, contemplando Diretorias Regionais de Ensino (DREs) , polos formativos e municípios vinculados",R$ 864.75
2026160101OB01992,5/2/26,2026160101DL000288,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO DE DIARIA PRD109390 PERIODO 10 A 13/02/2026 TRAJETO BELÉM/TAILÂNDIA/BELÉM Objetivo: Fortalecer o acompanhamento pedagógico, a gestão educacional e o apoio técnico aos municípios atendidos, por meio de atendimentos presenciais realizados pelas equipes técnicas desta Secretaria, contemplando Diretorias Regionais de Ensino (DREs) , polos formativos e municípios vinculados",R$ 864.75
2026160101OB01996,6/2/26,2026160101DL000100,160101,ANTONIO EDINALDO GOMES DA SILVA,PAGTO REF. FOPAG DE JANEIRO/2026,"-R$ 1,712.73"
2026160101OB02001,6/2/26,2026160101DL000284,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO DE DIÁRIA PRD.109391 PERIODO 10 À 13/02/2026 TRAJETO BELÉM TAILÂNDIA/BELÉM. Objetivo: A ação tem como objetivo fortalecer o acompanhamento pedagógico, a gestão educacional e o apoio técnico aos municípios atendidos, por meio de atendimentos presenciais realizados pelas equipes técnicas desta Secretaria, contemplando Diretorias Regionais de Ensino (DREs) , polos formativos e municípios vinculados.",R$ 864.75
2026160101OB02003,6/2/26,2026160101DL000283,160101,OSVALDO SOUZA DOS SANTOS,RESSARCIMENTO DE DIÁRIAS DATA: 10A 15/01/2026 TRAJETO: BELÉM/TAILÂNDIA/BELÉM,"R$ 1,358.89"
2026160101OB02005,6/2/26,2026160101DL000286,160101,OSVALDO SOUZA DOS SANTOS,"PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO 2026,NA EE.ABEL FIGUEIREDO",R$ 136.90
2026160101OB02006,6/2/26,2026160101DL000334,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 3,300.00"
2026160101OB02008,6/2/26,2026160101DL000337,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO. DE DIARIA PRD 109417 PERIODO 05 A 06/02/2026 TRAJETO BELÉM/BRAGANÇA/BELÉM. Objetivo: REALIZAR VISITA TECNICA E ADMINISTRATIVA AOS IMOVEIS ATUALMENTE LOCADOS PELA SECRETARIA DE EDUCAÇÃO, NO MUNICIPIO DE BRAGANÇA",R$ 370.61
2026160101OB02009,6/2/26,2026160101DL000333,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 5,427.90"
2026160101OB02011,6/2/26,2026160101DL000333,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSTO DE RENDA JANEIRO/26.,R$ 272.10
2026160101OB02012,6/2/26,2026160101DL000339,160101,MARIA CELENCINA RODRIGUES SOUZA,"PGTO. DE DIARIA PRD 109431 PERÍODO 09 A 13/02/2026 TRAJETO BELÉM/ABAETETUBA/BELÉM. Objetivo: Participação do Evento Caravana Educação por todo o Pará, com sala de formação para diretores e mesa de atendimento ao servidor.","R$ 1,111.82"
2026160101OB02016,6/2/26,2026160101DL000276,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109388 PER 10 Á 13/02/26 MUN BELÉM/TAILÂNDIA ( DESL. A AÇÃO TEM COMO OBJETIVO FORTALECER O ACOMP. PEDAGÓGICO A GESTÃO EDUC. E O APOIO TÉCNICO AOS MUN. ATENDIDOS , POR MEIO DE ATEND. PRESENCIAL REALIZADOS PELAS EQUIPES TÉCNICAS DESTA SECRETARIA )",R$ 864.75
2026160101OB02018,6/2/26,2026160101DL000340,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL CTO 118/21 JAN/26 EE.PROFª.MARIA ELIZETE FINA NUNES.,"R$ 20,864.07"
2026160101OB02022,6/2/26,2026160101DL000335,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL CTO 246/22 JAN/26 EE ARMANDO FAJARDO.,"R$ 24,008.40"
2026160101OB02025,6/2/26,2026160101DL000335,160101,LEANDRO NISSIM MEYR TOBELEM,PGT IRRF ALUGUEL CTO 246/22 JAN/26 EE ARMANDO FAJARDO.,"R$ 7,622.90"
2026160101OB02035,6/2/26,2026160101DL000347,160101,LEA FERREIRA DA SILVA,PAG DIARIAS PRD 109392 PER 09 Á 13/02/26 MUN ´BELÉM/ABAETETUBA ( DESL. PARTICIPAÇÃO DA CARAVANA POR TODO O PARÁ ),"R$ 1,111.82"
2026160101OB02040,6/2/26,2026160101DL000353,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL CTO 003/13 JAN/26 EE FELIZ LUZITANIA.,"R$ 34,251.52"
2026160101OB02042,6/2/26,2026160101DL000357,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 9,597.14"
2026160101OB02044,6/2/26,2026160101DL000361,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO DE DIARIA PRD.109438 PERÍODO 10 À 13/02/2026 TRAJETO BELÉM/ABAETETUBA/BELÉM. Objetivo: Consolidar o suporte pedagógico e a gestão educacional através de atuação presencial das equipes técnicas junto às Diretorias Regionais de Ensino (DREs) , polos formativos e municípios jurisdicionados","R$ 1,005.69"
2026160101OB02045,6/2/26,2026160101DL000358,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109445 PER 10 Á 14/02/25 MUN BELÉM/ABAET/TAILÂNDIA ( DESL.COBERTURA FOTOGRAFICA DA PARTICIPAÇÃO DO SECRETARIO DE ESTADO DE EDUCAÇÃO, SR. RICARDO SEFER, NA CARAVANA EDUCAÇÃO POR TODO O PARÁ, NA DRES DOSL. MUN. ABAETETUBA E TAILÂNDIA)","R$ 1,111.82"
2026160101OB02047,6/2/26,2026160101DL000272,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG DE DEZEMBRO/2025-FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 1,844,046.03"
 , ,2026160101DL000311,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG DE DEZEMBRO/2025-FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 62,610,975.80"
2026160101OB02048,6/2/26,2026160101DL000277,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG (BOLSA ESTÁGIO)DE DEZEMBRO/2025-FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 6,351.43"
2026160101OB02049,6/2/26,2026160101DL000332,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG ( AUXILIO TRANSPORTE) DE DEZEMBRO/2025-FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 1,308.80"
2026160101OB02050,6/2/26,2026160101DL000362,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG (OUTROS BENEFICIOS ASSISTENCIAIS) DE DEZEMBRO/2025-FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 5,874.00"
2026160101OB02051,6/2/26,2026160101DL000364,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL CTO 048/24 JAN/26 EE EXTERNATO STO ANTONIO,"R$ 21,883.21"
2026160101OB02053,6/2/26,2026160101DL000311,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG (SALÁRIO MATERNIDADE) DE DEZEMBRO/2025 -FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 261,432.39"
2026160101OB02054,6/2/26,2026160101DL000364,160101,LEANDRO NISSIM MEYR TOBELEM,PGT IRRF ALUGUEL CTO 048/24 JAN/26 EE EXTERNATO STO ANTONIO,"R$ 6,816.79"
2026160101OB02055,6/2/26,2026160101DL000311,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG (PENSÃO ALIMENTICIA) DE DEZEMBRO/2025 -FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 67,964.82"
2026160101OB02056,6/2/26,2026160101DL000311,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG (FINANPREV) DE DEZEMBRO/2025 -FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 18,667.97"
2026160101OB02057,6/2/26,2026160101DL000311,160101,ROSEMARY SANTOS DOS REIS,PAGTO REF. FOPAG (IMPOSTO DE RENDA) DE DEZEMBRO/2025 -FOLHA N 20 (DESLIGADOS DE DEZEMBRO/2025),"R$ 74,847.22"
2026160101OB02058,6/2/26,2026160101DL000366,160101,AUCELIA MARIA CUNHA DE OLIVEIRA,TRANSP. TEC. P/ REALIZAR VISTORIA P/ REALIZAÇÃO DE PROJETO ARQUITETÔNICO.BEM COMO SEUS COMPLEMENTARES TENDO COMO OBJETIVO ELABORAÇÃO DO NOVO CERTAME LICITATÓRIO P/ CONCLUSÃO E COBERTURAS DE QUADRAS NOS MUNICIPIOS DE VISEU E BRAGANÇA. PRD 109385 PER 10 À 13/02/26 BEL/VISEU/BRAGANÇA,R$ 864.75
2026160101OB02059,6/2/26,2026160101DL000367,160101,AUCELIA MARIA CUNHA DE OLIVEIRA,"ACOMP. PED. A GESTÃO EDUC. E O APOIO TEC. NOS MUNICIPIOS ATENDIDOS POR MEIO DE ATENDIMENTOS PRESENCIAIS REALIZADOS PELAS EQUIPES TEC. DESTA SECRETARIA CONTEMPLANDO DRE'S,POLOS INFORMATIVOS E MUNICIPIOS VINCULADOS. PRD 109423 PER 10 À 13/02/26 BEL/TAILÂNDIA/BEL","R$ 1,005.69"
2026160101OB02063,6/2/26,2026160101DL000356,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 48,200.71"
2026160101OB02067,6/2/26,2026160101DL000356,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSTO DE RENDA JANEIRO/26.,"R$ 16,799.29"
2026160101OB02068,6/2/26,2026160101DL000370,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL CTO 014/15 JAN/26 EE.JANELAS PARA O MUNDO.,"R$ 30,308.53"
2026160101OB02069,6/2/26,2026160101DL000369,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 15,265.26"
2026160101OB02070,6/2/26,2026160101DL000370,160101,LEANDRO NISSIM MEYR TOBELEM,PGT IRRF ALUGUEL CTO 014/15 JAN/26 EE.JANELAS PARA O MUNDO.,"R$ 1,528.16"
2026160101OB02071,6/2/26,2026160101DL000369,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSTO DE RENDA JANEIRO/26.,"R$ 4,306.54"
2026160101OB02074,6/2/26,2026160101DL000399,160101,LEA FERREIRA DA SILVA,PAG DIARIAS PRD 109415 PER 09 Á 13/02/26 MUN. BELÉM/BREVES ( DESL. REALIZAR VISITA TÉCNICA E ( ADMINISTRATIVA AOS IMÓVEIS ATUALMENTE LOCADOS PELA SECRETÁRIA DE EDUCAÇÃO NO MUN. DE BREVES ),"R$ 1,111.82"
2026160101OB02075,6/2/26,2026160101DL000402,160101,LEANDRO NISSIM MEYR TOBELEM,PGT ALUGUEL CTO 012/08 JAN/26 EE.PADRE FRANCISCO BERTON.,"R$ 32,155.44"
2026160101OB02083,6/2/26,2026160101DL000391,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109434 PER 10 Á 13/02/26 MUN, BELÉM/ABAET/IG. MIRI/BARCARENA/TAIL/MOJU/ACARA/BELEM ) DESL. CONDUZIR ADJUNTO DE INFRAESTRUTURA /SAI, QUE PARTICIPARA DA CARAVANA EDUCAÇÃO POR TODO O PARÁ NO PERÍODO DE 10 Á 13/02/26 ).",R$ 864.75
2026160101OB02088,6/2/26,2026160101DL000410,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 6,060.98"
2026160101OB02090,6/2/26,2026160101DL000410,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSTO DE RENDA JANEIRO/26.,R$ 708.68
2026160101OB02093,6/2/26,2026160101DL000396,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109425 PER 10 Á 13/02/26 MUN. BELÉM/ABAET/IG. MIRI/BARCAR/TAIL/MOJU/ACARA/BELÉM DESL,PARTICIPAÇÃO DA CARAVANA EDUCAÇÃO POR DO O PARÁ )",R$ 864.75
2026160101OB02099,6/2/26,2026160101DL000341,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109430 PER 09 Á 13/02/26 MUN. BELÉMABAETETUBA/BELÉM ( DESL. PARTICIPAÇÃO DE EVENTO CARAVANA EDUCAÇÃO POR TODO O PARÁ, COM SALA DE INFORMAÇÃO PARA DIRETORES DE MESA DE ATENDIMENTO AO SERVIDOR )","R$ 1,111.82"
2026160101OB02101,6/2/26,2026160101DL000442,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 2,266.61"
2026160101OB02103,6/2/26,2026160101DL000343,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109319 PER 09 Á 13/00/26 MUN. BELÉM/TAILÂNDIABELÉM ( DESL. FORTALECER O ACOMP. PEDAGÓGICO, A GESTÃO EDUCACIONAL O APOIO TÉCNICO AOS MUN. ATENDIDOS POR MEIO DE ATENDIMENTOS PRESENCIAIS REALIZADOS PELA EQUIPE DESTA SECRETÁRIA CONTENP. DRES.","R$ 1,111.82"
2026160101OB02106,6/2/26,2026160101DL000436,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,R$ 976.18
2026160101OB02110,6/2/26,2026160101DL000450,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 13,303.18"
2026160101OB02121,6/2/26,2026160101DL000469,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 11,150.42"
2026160101OB02130,6/2/26,2026160101DL000459,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 15,517.41"
2026160101OB02131,6/2/26,2026160101DL000475,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 11,225.71"
2026160101OB02135,6/2/26,2026160101DL000475,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSTO DE RENDA JANEIRO/26.,"R$ 2,774.29"
2026160101OB02136,6/2/26,2026160101DL000499,160101,LEA FERREIRA DA SILVA,PAG DIARIAS PRD 109450 PER 10 Á 13/02/26 MUN BEL/ABAET/BEL ( DESL. PARA PARTICIPAR DA CARAVANA EDUCAÇÃO PELO PARÁ ),R$ 864.75
2026160101OB02142,6/2/26,2026160101DL000514,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO DE DIÁRIA PRD.109317 PERÍODO 10 A 13/02/2026 TRAJETO BELÉM/VIZEU/BRAGANÇA~/BELÉM. Objetivo: Realizar vistoria para atualização de projeto arquitetônico, bem como seus complementares, tendo como objetivo a elaboração de novo certame licitatório para conclusão de coberturas de quadras localizadas nos munucípios de Viseu e Bragança. Conforme o Termo 3601 firmado com FNDE",R$ 864.75
2026160101OB02143,6/2/26,2026160101DL000406,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109459 PER 09 Á 13/02/26 MUN. BEL/ABAET/TAIL/BEL ( DESL, ORGANIZAÇÃO E LOG. DOS ESPAÇOS , COM OBJETIVO DE VIABILIZAR O EVENTO CARAVANA EDUCAÇÃO POR TODO O PARÁ )","R$ 1,111.82"
2026160101OB02146,6/2/26,2026160101DL000516,160101,ALEXSEYN JOHNSON DE ARAUJO RODRIGUES,PAGTO REF. FOPAG DE JANEIRO/2026 FOLHA 10 (BOLSA ESTAGIO),"R$ 3,408.90"
2026160101OB02147,6/2/26,2026160101DL000526,160101,LEA FERREIRA DA SILVA,PAG DIARIAS PRD 109428 PER 09 Á 13/02/26 MUN. BELTAILÂNDIA.,"R$ 1,111.82"
2026160101OB02148,6/2/26,2026160101DL000531,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO.DE DIÁRIA PRD109321 PERÍODO, 10 A 13/02/2026 TRAJETO BELÉM/VISEU/BRAGANÇA/BELÉM. Objetivo: Realizar vistoria para atualização de projeto arquitetônico, bem como seus complementares, tendo como objetivo a elaboração de novo certame licitatório para conclusão das coberturas de quadras localizadas nos municipios de Viseu e Braganç",R$ 864.75
2026160101OB02151,9/2/26,2026160101DL000533,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,"R$ 12,294.99"
2026160101OB02153,9/2/26,2026160101DL000541,160101,OSVALDO SOUZA DOS SANTOS,"PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇO NO MÊS DE JANEIRO,NA EE.WALDEMAR LINDERMAYR","R$ 5,156.16"
2026160101OB02154,9/2/26,2026160101DL000539,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE JANEIRO/26.,R$ 798.23
2026160101OB02156,9/2/26,2026160101DL000547,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAG.DE DIARIA PRD 109440 PERIODO 10 Á 13/02/2026 TRAJETO BELEM/ABAETETUBA/TAILÂNDIA/BELÉM. Objetivo: Conduzir a Secretaria Adjunta da SAGEP, para participar da caravana educação por todo Pará, no periodo de 10 a 13/02/2026.",R$ 864.75
2026160101OB02161,9/2/26,2026160101DL000548,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO.DE DIARIA PRD 109442 PERIODO 10 Á 13/02/2026 TRAJETO BELEM/ABAETETUBA/BELÉM. Objetivo: Conduzir equipe técnico-pedagógico e a gestão educacional junto aos entes municipais, por meio de visitas técnicas in loco realizadas pela Secretaria, abrangendo as DREs e suas respectivas jurisdições",R$ 864.75
