OrdemBancaria,DatadoPagamento,DocumentodeLiquidacao,CodigoUnidadeGestora,NomeUsuarioQueCriou,Finalidade,Valor
2026160101OB00438,16/01/2026,2026160101DL000016,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. IR. NF.15412.,"R$ 1,567.61"
2026160101OB00439,16/01/2026,2026160101DL000015,160101,GENNYSON CLAUDIO PINTO BARBOSA,"PGTO. REF.NF'S: 15404 A 15407, 15411, 15413 A 15416 E 15424.ENS MEDIO.CONTRATO 010/2025. DEZEMBRO/2025.","R$ 148,963.02"
2026160101OB00441,16/01/2026,2026160101DL000015,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. INSS.,"R$ 16,146.30"
2026160101OB00442,16/01/2026,2026160101DL000035,160101,FRANCISCO CARLOS COSTA DA SILVA,PAGAMENTO EM RESTOS A PAGAR NÃO PROCESSADO DEDEZEMBRO/25CTO.065/2021 EEEF.PREDO AMAZONIA PEDROSO,"R$ 28,259.56"
2026160101OB00443,16/01/2026,2026160101DL000015,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. IR.,"R$ 8,786.30"
2026160101OB00444,16/01/2026,2026160101DL000035,160101,FRANCISCO CARLOS COSTA DA SILVA,IR DE DEZEMBRO,"R$ 9,235.41"
2026160101OB00445,16/01/2026,2026160101DL000021,160101,FRANCISCO CARLOS COSTA DA SILVA,PAGAMENTO EM RESTOS A PAGAR NÃO PROCESSADO DEDEZEMBRO/25CTO.279/2022 EEF.RUI BARBOSA,"R$ 28,707.73"
2026160101OB00446,16/01/2026,2026160101DL000042,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,R$ 740.47
2026160101OB00447,16/01/2026,2026160101DL000021,160101,FRANCISCO CARLOS COSTA DA SILVA,IR DE DEZEMBRO/25,"R$ 1,447.45"
2026160101OB00449,16/01/2026,2026160101DL000043,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 21,699.80"
2026160101OB00450,16/01/2026,2026160101DL000044,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25. RESTO A PAGAR NÂO PROCESSADOS.,"R$ 2,500.00"
2026160101OB00451,16/01/2026,2026160101DL000031,160101,FRANCISCO CARLOS COSTA DA SILVA,PAGAMENTO EM RESTOS A PAGAR NÃO PROCESSADO DEDEZEMBRO/25CTO.034/2016 EE.EDUARDO ANGELIM,"R$ 34,131.01"
2026160101OB00452,16/01/2026,2026160101DL000031,160101,FRANCISCO CARLOS COSTA DA SILVA,IR DE DEZEMBRO/25,"R$ 11,462.51"
2026160101OB00454,16/01/2026,2026160101DL000041,160101,FRANCISCO CARLOS COSTA DA SILVA,PAGAMENTO EM RESTOS A PAGAR NÃO PROCESSADO DEDEZEMBRO/25CTO.031/2024 EEFM.BARÃO DO GUAJARA,"R$ 7,600.71"
2026160101OB00455,16/01/2026,2026160101DL000034,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO PERIODO DE 16 A 30/12/2025 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 4,500.00"
2026160101OB00456,16/01/2026,2026160101DL000041,160101,FRANCISCO CARLOS COSTA DA SILVA,IR DE DEZEMBRO/25,"R$ 1,399.29"
2026160101OB00457,16/01/2026,2026160101DL000046,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 8,246.41"
2026160101OB00458,16/01/2026,2026160101DL000046,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSTO DE RENDA DEZ/25.,"R$ 1,644.22"
2026160101OB00463,19/01/2026,2026160101DL000048,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZ/25.RESTOA PAGAR NÂO PROCESSADOS.,"R$ 1,323.74"
2026160101OB00464,19/01/2026,2026160101DL000047,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 6,353.16"
2026160101OB00465,19/01/2026,2026160101DL000047,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DE IMPOSATO DE RENDA DEZ/25.,R$ 910.16
2026160101OB00537,19/01/2026,2026160101DL000054,160101,FABIO KLEYTON DA SILVA MIRANDA,"PGTO DE SERVIÇOS DE TRANSPORTE ESCOLAR, REFERENTE AO CONTRATO 004/2023, QUE ATENDEU OS ALUNOS DA REDE ESTADUAL DE ENSINO NO MUNICÍPIO DE INHANGAPI, NO MÊS DE DEZEMBRO/2025. PGTO AUTORIZADO PELO ORDENADOR DE DESPESA.","R$ 171,543.66"
2026160101OB00538,19/01/2026,2026160101DL000049,160101,FABIO KLEYTON DA SILVA MIRANDA,"PGTO DE SERVIÇOS DE TRANSPORTE ESCOLAR, REFERENTE AO CONTRATO 010/2023, QUE ATENDEU OS ALUNOS DA REDE ESTADUAL DE ENSINO NO MUNICÍPIO DE MARITUBA, NO MÊS DE DEZEMBRO/2025. PGTO AUTORIZADO PELO ORDENADOR DE DESPESA.","R$ 54,302.40"
2026160101OB00539,19/01/2026,2026160101DL000052,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. REF. NF.65.CT029/24.DEZ/2025.,"R$ 21,896.00"
2026160101OB00540,19/01/2026,2026160101DL000052,160101,GENNYSON CLAUDIO PINTO BARBOSA,"PGTO., RET. IR. NF.65.","R$ 1,104.00"
2026160101OB00541,19/01/2026,2026160101DL000014,160101,batch,IR DE DEZEMBRO/25,"-R$ 4,306.54"
2026160101OB00542,20/01/2026,2026160101DL000014,160101,FRANCISCO CARLOS COSTA DA SILVA,IR DE DEZEMBRO/25,"R$ 4,306.54"
2026160101OB00560,20/01/2026,2026160101DL000053,160101,FABIANO MOURA DE VASCONCELOS,PGTO NFSE 66 REF 12/2025 CF CTO 029/2024,"R$ 756,364.00"
2026160101OB00564,20/01/2026,2026160101DL000053,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. IR. NF.66.,"R$ 38,136.00"
2026160101OB00600,20/01/2026,2026160101DL000055,160101,FABIO KLEYTON DA SILVA MIRANDA,"PGTO DE SERVIÇOS DE TRANSPORTE ESCOLAR, REFERENTE AO CONTRATO 003/2025, QUE ATENDEU OS ALUNOS DA REDE ESTADUAL DE ENSINO NO MUNICÍPIO DE MELGAÇO NO MÊS DE DEZEMBRO/2025. PGTO AUTORIZADO PELO ORDENADOR DE DESPESA.","R$ 974,012.65"
2026160101OB00619,20/01/2026,2026160101DL000051,160101,Antonio Guilherme Gomes dos Santos - SEFA,PGTO REF FAT 11/2025 CF CTO 029/2024,"R$ 126,996.80"
2026160101OB00621,20/01/2026,2026160101DL000050,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. REF. FAT.12/2025-2.CTO.029/24.DEZ/2025.,"R$ 4,386,911.20"
2026160101OB00622,20/01/2026,2026160101DL000050,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. IR. FAT.12/2025-2.,"R$ 221,188.80"
2026160101OB00628,20/01/2026,2026160101DL000049,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE ISS / NF 299 / PM DE MARITUBA,"R$ 2,931.82"
2026160101OB00636,20/01/2026,2026160101DL000051,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. IR FAT.12/2025.,"R$ 6,403.20"
2026160101OB00637,20/01/2026,2026160101DL000049,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE IR / NF 299,"R$ 1,402.28"
2026160101OB00640,20/01/2026,2026160101DL000054,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE IR / NF 247,"R$ 4,446.06"
2026160101OB00642,20/01/2026,2026160101DL000051,160101,GENNYSON CLAUDIO PINTO BARBOSA,PGTO. RET. IR. FAT.12/2025.,"R$ 6,403.20"
2026160101OB00668,20/01/2026,2026160101DL000055,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE ISS / NF 132 / PM DE MELGAÇO,"R$ 52,592.47"
2026160101OB00669,20/01/2026,2026160101DL000055,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE IR / NF 132,"R$ 25,244.38"
2026160101OB00673,20/01/2026,2026160101DL000058,160101,FABIO KLEYTON DA SILVA MIRANDA,"PGTO DE SERVIÇOS DE TRANSPORTE ESCOLAR, REFERENTE AO CONTRATO Nº 059/2024, QUE ATENDEU OS ALUNOS DA REDE ESTADUAL DE ENSINO NO MUNICÍPIO DE PARAGOMINAS NO MÊS DE DEZEMBRO/2025. PGTO AUTORIZADO PELO ORDENADOR DE DESPESA.","R$ 459,514.54"
2026160101OB00676,20/01/2026,2026160101DL000058,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE IR / NF 30,"R$ 11,909.66"
2026160101OB00682,20/01/2026,2026160101DL000039,160101,batch,"PAGAMENTO EM RESTOS A PAGAR NÃO PROCESSADOS EM 2025, REFERENTE AO SERVIÇO DE TELEFONIA FIXA, NO MÊS DE DEZEMBRO/2025, CTO 028/2024 - FAT.: 000000018","-R$ 73,374.23"
2026160101OB00683,21/01/2026,2026160101DL000039,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO EM RESTOS A PAGAR NÃO PROCESSADOS EM 2025, REFERENTE AO SERVIÇO DE TELEFONIA FIXA, NO MÊS DE DEZEMBRO/2025, CTO 028/2024 - FAT.: 000000018","R$ 73,334.23"
2026160101OB00686,21/01/2026,2026160101DL000054,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE ISS / NF 247 / PM INHANGAPI,"R$ 9,262.62"
2026160101OB00687,21/01/2026,2026160101DL000058,160101,FABIO KLEYTON DA SILVA MIRANDA,PGTO DE ISS / NF 30 / PM DE PARAGOMINAS,"R$ 24,811.80"
2026160101OB00754,22/01/2026,2026160101DL000060,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DE DEZE/25.,R$ 876.32
2026160101OB00841,23/01/2026,2026160101DL000061,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109294 PER 25 À 28/01/26 MUN. BELÉM/SOURE ( DESL. PARA ATUAR NA ORGANIZAÇÃO E LOGISTÍCA PARA A INAUGURAÇÃO DA CRECHE DE SOURE NO MUN. DE SOURE, DO PROGRAMA CRECHE POR TOO O PARÁ PREVISTA PARA O DIA 28/01/26.",R$ 864.75
2026160101OB00842,23/01/2026,2026160101DL000062,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAG.DE DIÁRIA,PERÍODO 25 A 28/01/2026 MUNICIPIO DE SOURE. Objetivo: PARA ATUAR NA ORGANIZAÇÃO E LOGISTICA PARA A INAUGURAÇÃO DA CRECHE DE SOURE, NO MUNICIPIO DE SOURE, DO PROGRAMA CRECHE POR TODO O PARA, PREVISTA PARA O DIA 28/01/2026.",R$ 864.75
2026160101OB00843,23/01/2026,2026160101DL000063,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109292 PER 25 Á 28/01/26 MUN. BELÉM/SOURE ( DESL. PARA ATUAR NA ORGANIZAÇÃO E LOGÍSTICA, PARA A INAUGURAÇÃO DA CRECHE, NO MUN. DE BE SOURE DO PROGRAMA CRECHE, POR TODO O PARÁ PREVISTA PARA O DIA 28/01/26 )",R$ 864.75
2026160101OB00846,23/01/2026,2026160101DL000064,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAG.DE DIÁRIA PERIODO 25 A 28/01/2026 LOCAL,BELÉM/SOURE/BELÉM. Objetivo: PARA ATUAR NA ORGANIZAÇÃO E LOGISTICA PARA A INAUGURAÇÃO DA CRECHE DE SOURE, NO MUNICIPIO DE SOURE, DO PROGRAMA CRECHE POR TODO O PARA, PREVISTA PARA O DIA 28/01/2026.",R$ 864.75
2026160101OB00851,23/01/2026,2026160101DL000065,160101,LEA FERREIRA DA SILVA,"PG DIARIAS PRD 109307 PER 25 Á 28/01/26 MUN. BELÉM/SOURE ( DESL. PARA ATUAR NA ORGANIZAÇÃO E LOGÍSTICA PARA A INAUGURAÇÃO DA CRECHE DE SOURE. NO MUN. DE SOURE, DO PROGRAMA CRECHE POR TODO O PARÁ PREVISTA PARA O DIA 28/01/26 )",R$ 864.75
2026160101OB00892,26/01/2026,2026160101DL000067,160101,LEA FERREIRA DA SILVA,PAG DIARIAS PRD 109309 PER 27 Á 29/01/26 MUN. BELÉM/SOURÉ ( DESL REALIZAR CERIMONIAL DA INAUGURAÇÃO DA CRECHE MUNICIPAL DOM JOSÉ LUIS AZEOONA HEMOSO DO PROGRAMA CRECHES POR TODO O PARÁ ),R$ 617.68
2026160101OB00893,26/01/2026,2026160101DL000068,160101,LEA FERREIRA DA SILVA,PAG DIARIAS PRD 109315 PER 27 Á 29/01/26 MUN. BELÉM/SOURÉ ( DESL. APOIO LOGÍSTICO COMO MOTORISTA A EQUIPE DO NUCOM NA INAUGURÇÃO DA CRECHE MUNICIPAL DOM JOSÉ LUIS AZOONA HERMOSO DO PROGRAMA CRECHES POR TODO O PARÁ MUN. DE SOURÉ ),R$ 617.68
2026160101OB00896,26/01/2026,2026160101DL000076,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO RESSARCIMENTO DE UMA DIÁRIA E MEIA A SERVIDORA QUE REALIZOU ASSESSORIA DE CERIMONIAL AO SECRETÁRIO DE ESTADO DE EDUCAÇÃO, SR RICARDO SEFER, NA INAUGURAÇÃO DA EEEM EDUARDO JASPER, DURANTE TODO EVENTO. LOCAL: BELÉM / TAILÂNDIA / BELÉM PERÍODO: 13 A 14/01/2026",R$ 370.61
2026160101OB00897,26/01/2026,2026160101DL000073,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO.DE DIÁRIA, PERÍODO 27 A 29/01/2026 TRAJETO BELÉM/SOURE/BELÉM Objetivo: Audio visual da inauguração da Creche Municipal Dom José Luís Azcona Hermoso do programa ?Creches por todo o Pará?.",R$ 617.68
2026160101OB00899,26/01/2026,2026160101DL000075,160101,LEA FERREIRA DA SILVA,"PAG DIARIAS PRD 109311 PER 27 Á 29/01/26 MUN, BELÉM/SOURÉ ( DESL. COBERTURA JORNALISTICA DA INAUGURAÇÃO DA CRECHE MUNICIPAL DOM JOSÉ LUIS AZOONA HARMNSO DO PROGRAMA CRECHES POR TODO O PARÁ )",R$ 617.68
2026160101OB00900,26/01/2026,2026160101DL000078,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO RESSARCIMENTO DE MEIA DIÁRIA A SERVIDORA QUE REALIZOU ASSESSORIA DE CERIMONIAL AO SECRETÁRIO DE ESTADO DE EDUCAÇÃO, SR RICARDO SEFER, NA INAUGURAÇÃO DA UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL MARIA DE LOURDES COSME CAVALCANTE, DURANTE TODO EVENTO. LOCAL: BELÉM / PEIXE BOI / BELÉM PERÍODO: 15/01/2026",R$ 123.54
2026160101OB00901,26/01/2026,2026160101DL000080,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO RESSARCIMENTO DE MEIA DIÁRIA A SERVIDORA QUE REALIZOU COBERTURA JORNALÍSTICA DA PARTICIPAÇÃO DO ECRETÁRIO DE ESTADO DE EDUCAÇÃO, SR RICARDO SEFER, NA INAUGURAÇÃO DA UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL MARIA DE LOURDES COSME CAVALCANTE, DURANTE TODO EVENTO. LOCAL: BELÉM / PEIXE BOI / BELÉM PERÍODO: 15/01/2026",R$ 123.54
2026160101OB00902,26/01/2026,2026160101DL000074,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 10,664.16"
2026160101OB00903,26/01/2026,2026160101DL000069,160101,FABRICIO FARIAS MACHADO,"PAGAMENTO CIEE, REFERENTE A FATURA DE 12/2025, DO CONTRATO 074/2025. CONFORME PROCESSO PAE Nº E-2025/3566914.","R$ 18,046.50"
2026160101OB00904,26/01/2026,2026160101DL000085,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO RESSARCIMENTO DE DUAS DIÁRIAS E MEIA AO SERVIDOR QUE REALIZOU COBERTURA FOTOGRÁFICA NA PARTICIPAÇÃO DO SECRETÁRIO DE ESTADO DE EDUCAÇÃO, SR RICARDO SEFER, NA INAUGURAÇÃO DA EEEM EDUARDO JASPER, NO MUNICÍPIO DE TAILÂNDIA (PA). LOCAL: BELÉM / TAILÂNDIA / BELÉM PERÍODO: 13 A 14/01/2026",R$ 370.61
2026160101OB00905,26/01/2026,2026160101DL000072,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂ0 PROCESSADOS.,"R$ 8,500.00"
2026160101OB00906,26/01/2026,2026160101DL000086,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO RESSARCIMENTO DE TRÊS DIÁRIAS E MEIA AO SERVIDOR QUE ATUOU NA LOGÍSTICA, ORGANIZAÇÃO E APOIO ÀS ATIVIDADES RELACIONADAS À INAUGURAÇÃO DA UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL MARIA LOURDES COSME CAVALCANTE, NO MUNICÍPIO DE PEIXE-BOI/PA, LOCAL: BELÉM / PEIXE BOI / BELÉM PERÍODO: 15 A 15/01/2026",R$ 864.75
2026160101OB00907,26/01/2026,2026160101DL000071,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 1,195.63"
2026160101OB00908,26/01/2026,2026160101DL000087,160101,ELIANE CRISTINA DA CUNHA LEAL,"PAGAMENTO RESSARCIMENTO DE TRÊS DIÁRIAS E MEIA A SERVIDORA QUE ATUOU NA LOGÍSTICA, ORGANIZAÇÃO E APOIO ÀS ATIVIDADES RELACIONADAS À INAUGURAÇÃO DA UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL MARIA LOURDES COSME CAVALCANTE, NO MUNICÍPIO DE PEIXE-BOI/PA, LOCAL: BELÉM / PEIXE BOI / BELÉM PERÍODO: 12 A 15/01/2026",R$ 864.75
2026160101OB00909,26/01/2026,2026160101DL000070,160101,LUIZ GERALDO FERREIRA CARDOSO,PAGAMENTO DO MÊS DEZ/25 RESTO A PAGAR NÂO PROCESSADOS.,"R$ 1,132.71"
2026160101OB00911,26/01/2026,2026160101DL000089,160101,MARIA CELENCINA RODRIGUES SOUZA,"PAGTO DE DIARIA PERIODO 27 À31/01/2026 LOCAL BELÉM /IPIXUNA BELÉM OBJETIVO: PARA CONDUZIR A EQUIPE DE LOGISTICA PARA A INAUGURAÇÃO DA ESCOLA ESTADUAL MARIA DAS GRAÇAS BALBINO CORREA, NO MUNICIPIO DE IPIXUNA DO PARA, PREVISÃO PARA INAUGURAÇÃO DIA 31/01/2026","R$ 1,111.82"
